movie_name,genres
Beta Ho To Aisa,"['Drama', 'Back to top']"
Apradhi,"['Action', 'Crime', 'Drama', 'Back to top']"
Zameen Aasmaan,"['Drama', 'Family', 'Back to top']"
Himalay Se Ooncha,"['Action', 'Adventure', 'Drama', 'Back to top']"
Ganwaar,"['Drama', 'Family', 'Musical', 'Back to top']"
Chhoti Si Mulaqat,"['Drama', 'Romance', 'Back to top']"
Insaan Jaag Utha,"['Drama', 'Family', 'Musical', 'Back to top']"
X Ray: The Inner Image,"['Thriller', 'Back to top']"
Bumper Draw,"['Comedy', 'Back to top']"
Udanchhoo,"['Comedy', 'Back to top']"
Hansa,"['Drama', 'Back to top']"
Aasma: The Sky Is the Limit,"['Drama', 'Back to top']"
Jahan Jaaeyega Hamen Paaeyega,"['Action', 'Crime', 'Romance', 'Thriller', 'Back to top']"
Ocean of an Old Man,"['Drama', 'Back to top']"
Iqraar: By Chance,"['Teen Comedy', 'Comedy', 'Romance', 'Back to top']"
Karishmaa,"['Crime', 'Thriller', 'Back to top']"
Double Cross: Ek Dhoka,"['Comedy', 'Back to top']"
Chetna: The Excitement,"['Thriller', 'Back to top']"
Uuf Kya Jaadoo Mohabbat Hai...,"['Comedy', 'Romance', 'Back to top']"
Pratha,"['Action', 'Drama', 'Thriller', 'Back to top']"
Nishaan,"['Action', 'Drama', 'Family', 'Musical', 'Romance', 'Back to top']"
Gentleman,"['Comedy', 'Crime', 'Musical', 'Romance', 'Back to top']"
Sau Din Saas Ke,"['Drama', 'Back to top']"
Lagan,"['Action', 'Drama', 'Back to top']"
Mohabbat Ki Arzoo,"['Action', 'Drama', 'Romance', 'Back to top']"
Dil-E-Nadaan,"['Drama', 'Romance', 'Back to top']"
Jaane-Anjaane,"['Drama', 'Back to top']"
Asha Jyoti,"['Drama', 'Family', 'Romance', 'Back to top']"
Phir Kab Milogi,"['Romance', 'Back to top']"
Dulhan Ek Raat Ki,"['Crime', 'Drama', 'Music', 'Romance', 'Back to top']"
Aakraman,"['Drama', 'History', 'Romance', 'War', 'Back to top']"
Sehra,"['Drama', 'Romance', 'Back to top']"
Rakhi,"['Drama', 'Family', 'Back to top']"
Goonj Uthi Shehnai,"['Musical', 'Romance', 'Back to top']"
Sau Crore,"['Mystery', 'Thriller', 'Back to top']"
Aaj Ka Daur,"['Action', 'Drama', 'Back to top']"
Babloo Bachelor,"['Comedy', 'Back to top']"
Dosti Ke Side Effects,"['Drama', 'Back to top']"
Nakkash,"['Drama', 'Back to top']"
Turup (Checkmate),"['Drama', 'Back to top']"
Kota Junction,"['Drama', 'Back to top']"
Mumbai Can Dance Saalaa,"['Drama', 'Back to top']"
Long Dark Road,"['Crime', 'Drama', 'Thriller', 'Back to top']"
Kaphal: Wild Berries,"['Action', 'Adventure', 'Drama', 'Family', 'Back to top']"
2024,"['Drama', 'Thriller', 'Back to top']"
Laila,"['Crime', 'Thriller', 'Back to top']"
Chorni,"['Comedy', 'Drama', 'Back to top']"
WOH,"['Crime', 'Drama', 'Thriller', 'Back to top']"
Dharm Aur Qanoon,"['Adventure', 'Crime', 'Thriller', 'Back to top']"
Shart,"['Drama', 'Mystery', 'Thriller', 'Back to top']"
Pyar Ke Naam Qurban,"['Action', 'Drama', 'Romance', 'Back to top']"
Khooni Murdaa,"['Horror', 'Back to top']"
Suryaa: An Awakening,"['Action', 'Drama', 'Back to top']"
Mera Faisla,"['Action', 'Back to top']"
Humshakal,"['Family', 'Mystery', 'Thriller', 'Back to top']"
Pandavas: The Five Warriors,"['Computer Animation', 'Action', 'Animation', 'Drama', 'Family', 'History', 'Back to top']"
Man-Mauji,"['Comedy', 'Musical', 'Back to top']"
Chakravyuha,"['Action', 'Mystery', 'Thriller', 'Back to top']"
Halaku,"['Action', 'Adventure', 'Drama', 'Musical', 'Back to top']"
Bheegi Raat,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Ardhangini,"['Family', 'Romance', 'Back to top']"
Anokha Pyar,"['Romance', 'Back to top']"
Dulari,"['Musical', 'Romance', 'Back to top']"
Amba,"['Family', 'Back to top']"
Ahsaas,"['Drama', 'Romance', 'Back to top']"
Chaarfutiya Chhokare,"['Drama', 'Thriller', 'Back to top']"
Riyasat,"['Crime', 'Back to top']"
F. M. (Fun Aur Masti),"['Comedy', 'Back to top']"
Man Maiden Mercenary,"['Drama', 'Mystery', 'Thriller', 'Back to top']"
Horn 'OK' Pleassss,"['Comedy', 'Back to top']"
Men Not Allowed,"['Drama', 'Romance', 'Back to top']"
99.9 FM,"['Crime', 'Drama', 'Back to top']"
Love Ke Chakkar Mein,"['Comedy', 'Back to top']"
Jail Yatra,"['Action', 'Romance', 'Back to top']"
Khooni Mahal,"['Horror', 'Back to top']"
Chalta Purza,"['Action', 'Thriller', 'Back to top']"
Wanted: Dead or Alive,"['Action', 'Crime', 'Drama', 'Back to top']"
Hum Bhi Insaan Hain,"['Action', 'Crime', 'Drama', 'Romance', 'Back to top']"
Asli Naqli,"['Action', 'Drama', 'Back to top']"
Sutradhar,"['Drama', 'Back to top']"
Deewaangee,"['Action', 'Crime', 'Drama', 'Romance', 'Back to top']"
Main Solah Baras Ki,"['Musical', 'Romance', 'Back to top']"
Santaan,"['Drama', 'Family', 'Back to top']"
Jyoti Bane Jwala,"['Action', 'Drama', 'Family', 'Back to top']"
Aap Ki Parchhaiyan,"['Drama', 'Family', 'Romance', 'Back to top']"
Palki,"['Drama', 'Family', 'Musical', 'Back to top']"
Ghar Dwaar,"['Drama', 'Back to top']"
Daasi,"['Drama', 'Romance', 'Back to top']"
Subha-O-Sham,"['Action', 'Comedy', 'Drama', 'Romance', 'Back to top']"
Night in London,"['Action', 'Drama', 'Thriller', 'Back to top']"
Sachche Ka Bol-Bala,"['Action', 'Adventure', 'Back to top']"
Purnima,"['Family', 'Romance', 'Back to top']"
Jawab Hum Denge,"['Action', 'Back to top']"
The Great Indian Escape,"['Adventure', 'Biography', 'Drama', 'Back to top']"
Chandaal,"['Action', 'Drama', 'Back to top']"
Mahayoddha Rama,"['Animation', 'Back to top']"
VanRakshak,"['Drama', 'Back to top']"
The Hidden Strike,"['War', 'Back to top']"
Black Rose,"['Thriller', 'Back to top']"
Taqdeer Ka Tamasha,"['Action', 'Crime', 'Drama', 'Back to top']"
Kuch To Gadbad Hai,"['Comedy', 'Back to top']"
Hum Tum Aur Mom: Mother Never Misguides,"['Drama', 'Back to top']"
Mera Lahoo,"['Action', 'Crime', 'Drama', 'Back to top']"
Ghar Parivaar,"['Drama', 'Back to top']"
Phandebaaz,"['Action', 'Comedy', 'Back to top']"
Kundan,"['Action', 'Drama', 'Back to top']"
Johny I Love You,"['Action', 'Romance', 'Back to top']"
Taxi Taxie,"['Adventure', 'Comedy', 'Drama', 'Family', 'Back to top']"
Adhikar,"['Drama', 'Family', 'Romance', 'Back to top']"
Daulat,"['Action', 'Crime', 'Drama', 'Family', 'Back to top']"
Maang Bharo Sajana,"['Drama', 'Back to top']"
Aulad Ke Dushman,"['Drama', 'Back to top']"
Libaas,"['Drama', 'Back to top']"
Khaan Dost,"['Action', 'Crime', 'Drama', 'Back to top']"
Bhai Ho To Aisa,"['Action', 'Comedy', 'Drama', 'Back to top']"
Shatru,"['Action', 'Adventure', 'Crime', 'Back to top']"
Miss Mary,"['Comedy', 'Back to top']"
Mem Sahib,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Gunehgar,"['Drama', 'Back to top']"
Sone Ki Chidiya,"['Drama', 'Romance', 'Back to top']"
Sallu Ki Shaadi,"['Romance', 'Back to top']"
Typecaste,"['Comedy', 'Back to top']"
Anna,"['Biography', 'Back to top']"
Mighty Raju Rio Calling,"['Animation', 'Back to top']"
Mayura,"['Drama', 'History', 'Back to top']"
Chand Ke Paar Chalo,"['Romance', 'Back to top']"
Zindagi Tere Naam,"['Romance', 'Back to top']"
SHUDRA: The Untouchables,"['Drama', 'Family', 'History', 'Back to top']"
Salaam Bacche,"['Drama', 'Family', 'Back to top']"
Yeh Faasley,"['Crime', 'Drama', 'Mystery', 'Back to top']"
The Last Show,"['Drama', 'Back to top']"
Home Stories,"['Comedy', 'Back to top']"
Nympho: The Lust Story,"['Erotic Thriller', 'Drama', 'Romance', 'Thriller', 'Back to top']"
7 Saal Baad,"['Drama', 'Horror', 'Musical', 'Romance', 'Thriller', 'Back to top']"
Yeh Woh Manzil To Nahin,"['Drama', 'Back to top']"
Main Awara Hoon,"['Drama', 'Family', 'Back to top']"
Shehzaade,"['Action', 'Back to top']"
Valentine Days,"['Romance', 'Back to top']"
Kali Ghata,"['Mystery', 'Romance', 'Thriller', 'Back to top']"
Jawaab,"['Romance', 'Thriller', 'Back to top']"
Mohabbat Zindagi Hai,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Paagalpan,"['Action', 'Drama', 'Romance', 'Back to top']"
Haveli,"['Crime', 'Horror', 'Thriller', 'Back to top']"
Telephone,"['Political Thriller', 'Mystery', 'Thriller', 'Back to top']"
Sachai Ki Taqat,"['Action', 'Drama', 'Back to top']"
Chaitali,"['Drama', 'Back to top']"
Bewaqoof,"['Musical', 'Back to top']"
Kranti Kshetra,"['Action', 'Comedy', 'Drama', 'Back to top']"
Aandhiyan,"['Drama', 'Back to top']"
Ustadon Ke Ustad,"['Action', 'Crime', 'Drama', 'Mystery', 'Romance', 'Thriller', 'Back to top']"
Jaanwar Aur Insaan,"['Action', 'Adventure', 'Thriller', 'Back to top']"
Sazaa,"['Drama', 'Family', 'Back to top']"
Tank Cleaner,"['Crime', 'Thriller', 'Back to top']"
Tennis Buddies,"['Drama', 'Back to top']"
The Final Exit,"['Horror', 'Back to top']"
Mummy Punjabi: Superman Ki Bhi Maa!!,"['Comedy', 'Drama', 'Back to top']"
Bachelor Party,"['Comedy', 'Drama', 'Back to top']"
Pranali: The Tradition,"['Crime', 'Drama', 'Back to top']"
Bobby: Love and Lust,"['Romance', 'Back to top']"
Beautiful,"['Drama', 'Back to top']"
Shuruaat Ka Twist,"['Drama', 'Back to top']"
Kachchi Sadak,"['Action', 'Drama', 'Back to top']"
Hasti,"['Action', 'Back to top']"
AK 47,"['Action', 'Thriller', 'Back to top']"
Teri Payal Mere Geet,"['Drama', 'Romance', 'Back to top']"
Nyay Anyay,"['Drama', 'Back to top']"
Juaari,"['Action', 'Drama', 'Back to top']"
Anjane Mein,"['Drama', 'Family', 'Back to top']"
Mitti Aur Sona,"['Action', 'Drama', 'Romance', 'Back to top']"
Mera Pati Sirf Mera Hai,"['Drama', 'Family', 'Back to top']"
Hum Sab Chor Hain,"['Action', 'Drama', 'Romance', 'Back to top']"
Dekha Pyar Tumhara,"['Comedy', 'Drama', 'Back to top']"
Zakhmi Sipahi,"['Action', 'Back to top']"
Neela Akash,"['Drama', 'Family', 'Back to top']"
Romance,"['Romance', 'Back to top']"
Prem Bandhan,"['Adventure', 'Drama', 'Romance', 'Back to top']"
Yeh Desh,"['Action', 'Drama', 'Back to top']"
Chhoti Bahen,"['Drama', 'Back to top']"
Khayal Gatha,"['Drama', 'Music', 'Back to top']"
House No. 13,"['Horror', 'Back to top']"
Aap To Aise Na The,"['Drama', 'Family', 'Romance', 'Back to top']"
Wahan Ke Log,"['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller', 'Back to top']"
Rail Ka Dibba,"['Drama', 'Back to top']"
Tan-Badan,"['Drama', 'Back to top']"
Pyar Kiya Hai Pyar Karenge,"['Drama', 'Romance', 'Back to top']"
Darpan,"['Drama', 'Family', 'Back to top']"
Is She Raju?,"['Comedy', 'Back to top']"
Bedhab,"['Mystery', 'Back to top']"
Freedom,"['Thriller', 'Back to top']"
Yakshi Faithfully Yours,"['Horror', 'Romance', 'Sci-Fi', 'Thriller', 'Back to top']"
Veer Yodha Prithviraj Chauhan,"['Action', 'Animation', 'Drama', 'Back to top']"
Thodi Life Thoda Magic,"['Drama', 'Back to top']"
Haunted Hills,"['Horror', 'Back to top']"
#Yaaram,"['Comedy', 'Romance', 'Back to top']"
Pighalta Aasman,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Hiraasat,"['Action', 'Crime', 'Drama', 'Back to top']"
Jaana... Let's Fall in Love,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Sarivar Sari,"['Drama', 'Back to top']"
Tum... Ho Na!,"['Romance', 'Back to top']"
Dharma Karma,"['Action', 'Drama', 'Back to top']"
Anaam,"['Action', 'Drama', 'Mystery', 'Thriller', 'Back to top']"
Mera Haque,"['Action', 'Back to top']"
Zakhmo Ka Hisaab,"['Action', 'Crime', 'Drama', 'Back to top']"
Hamara Khandaan,"['Drama', 'Romance', 'Back to top']"
Pyar Ki Jeet,"['Comedy', 'Drama', 'Musical', 'Back to top']"
Muqaddar,"['Drama', 'Family', 'Back to top']"
Vishkanya,"['Action', 'Back to top']"
Godam,"['Drama', 'Back to top']"
Vishwavidhaata,"['Action', 'Back to top']"
Bhairavi,"['Drama', 'Musical', 'Romance', 'Back to top']"
Ghungroo Ki Awaaz,"['Mystery', 'Thriller', 'Back to top']"
April Fool,"['Comedy', 'Romance', 'Thriller', 'Back to top']"
Jwalamukhi,"['Action', 'Drama', 'Family', 'Romance', 'Back to top']"
Sikandar E Azam,"['Adventure', 'Drama', 'History', 'Back to top']"
Pati Patni,"['Comedy', 'Drama', 'Family', 'Back to top']"
Zevar,"['Comedy', 'Drama', 'Family', 'Romance', 'Back to top']"
Jyoti,"['Drama', 'Back to top']"
Chirag Kahan Roshni Kahan,"['Drama', 'Family', 'Back to top']"
Nirala,"['Drama', 'Romance', 'Thriller', 'Back to top']"
Talaashi,"['Crime', 'Drama', 'Back to top']"
Aazmayish,"['Action', 'Drama', 'Romance', 'Back to top']"
Pratigyabadh,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller', 'Back to top']"
Nehle Pe Dehlaa,"['Action', 'Crime', 'Drama', 'Back to top']"
Didi,"['Drama', 'Back to top']"
Daaera,"['Drama', 'Back to top']"
Jhol,"['Comedy', 'Drama', 'Back to top']"
Kuch Der Aur,"['Drama', 'Back to top']"
Thodi Thodi Si Manmaaniyan,"['Drama', 'Romance', 'Back to top']"
Bloody Isshq,"['Drama', 'Romance', 'Back to top']"
Shakal Pe Mat Ja,"['Comedy', 'Crime', 'Drama', 'Back to top']"
Return of Mr. Superman,"['Superhero', 'Action', 'Adventure', 'Crime', 'Drama', 'Sci-Fi', 'Back to top']"
Bahattar Hoorain,"['Crime', 'Drama', 'Thriller', 'Back to top']"
A Gift of Love: Sifar,"['Drama', 'Romance', 'Back to top']"
Janani,"['Drama', 'Romance', 'Back to top']"
Time Pass,"['Romance', 'Back to top']"
Bin Badal Barsaat,"['Drama', 'Musical', 'Mystery', 'Romance', 'Back to top']"
Harjaee,"['Romance', 'Back to top']"
Raja Saab,"['Romance', 'Back to top']"
Santosh,"['Drama', 'Family', 'Back to top']"
Lakshmanrekha,"['Drama', 'Back to top']"
Khoon Aur Paani,"['Action', 'Drama', 'Back to top']"
Aisa Pyar Kahan,"['Drama', 'Romance', 'Back to top']"
Biradari,"['Drama', 'Back to top']"
Banarasi Thug,"['Drama', 'Back to top']"
Jeevan Yudh,"['Action', 'Drama', 'Family', 'Back to top']"
Nakhuda,"['Drama', 'Family', 'Romance', 'Back to top']"
Dhoondte Reh Jaaoge!,"['Comedy', 'Drama', 'Family', 'Romance', 'Back to top']"
Lorie,"['Drama', 'Back to top']"
Galiyon Ka Badshah,"['Action', 'Crime', 'Drama', 'Back to top']"
Dulhan,"['Drama', 'Back to top']"
Raaja,"['Drama', 'Family', 'Back to top']"
Vidya,"['Drama', 'Romance', 'Back to top']"
Bandhan Kuchchey Dhaagon Ka,"['Drama', 'Family', 'Back to top']"
Vajram,"['Action', 'Drama', 'Back to top']"
Hoshiyar,"['Action', 'Comedy', 'Drama', 'Back to top']"
Insaaf Main Karoonga,"['Crime', 'Mystery', 'Thriller', 'Back to top']"
Badhti Ka Naam Dadhi,"['Drama', 'Back to top']"
5 Rifles,"['Action', 'Comedy', 'Back to top']"
Gawaahi,"['Mystery', 'Back to top']"
Bachpan,"['Action', 'Comedy', 'Crime', 'Drama', 'Back to top']"
Aakhri Ghulam,"['Action', 'Crime', 'Drama', 'Back to top']"
Aakhri Daao,"['Action', 'Crime', 'Drama', 'Romance', 'Back to top']"
Aadat Se Majboor,"['Action', 'Crime', 'Drama', 'Family', 'Back to top']"
Tangewala,"['Action', 'Crime', 'Drama', 'Family', 'Back to top']"
Kathputli,"['Drama', 'Romance', 'Back to top']"
Alif Laila,"['Fantasy', 'Back to top']"
Sikka,"['Action', 'Drama', 'Back to top']"
Bhavna,"['Drama', 'Back to top']"
Kala Dhanda Goray Log,"['Drama', 'Family', 'Back to top']"
Durdesh,"['Action', 'Crime', 'Drama', 'Back to top']"
Jwala,"['Action', 'Crime', 'Back to top']"
Bawre Nain,"['Drama', 'Romance', 'Back to top']"
Gopinath,"['Drama', 'Back to top']"
Life of an Outcast,"['Drama', 'Back to top']"
Jaane Kyun De Yaaron,"['Drama', 'Back to top']"
Viraam,"['Drama', 'Back to top']"
Brina,"['Drama', 'Back to top']"
NH-8: Road to Nidhivan,"['Horror', 'Back to top']"
Gunda Gang,"['Action', 'Back to top']"
Idiot Box,"['Comedy', 'Drama', 'Back to top']"
Kantatar,"['Drama', 'Romance', 'Back to top']"
Ustadi Ustad Se,"['Action', 'Crime', 'Drama', 'Romance', 'Back to top']"
Utthaan,"['Drama', 'Romance', 'Thriller', 'Back to top']"
Kahaani Gudiya Ki...: True Story of a Woman,"['Biography', 'Drama', 'Back to top']"
Kabrastan,"['Horror', 'Back to top']"
Shikaar,"['Action', 'Musical', 'Thriller', 'Back to top']"
Jaise Ko Taisa,"['Drama', 'Family', 'Back to top']"
Qaid Mein Hai Bulbul,"['Drama', 'Romance', 'Back to top']"
Rangilla Ratan,"['Action', 'Back to top']"
Suhaag Raat,"['Drama', 'Romance', 'Back to top']"
Kaise Kahoon Ke... Pyaar Hai,"['Crime', 'Romance', 'Back to top']"
Farz Ki Jung,"['Drama', 'Back to top']"
Om,"['Action', 'Romance', 'Back to top']"
Gaon Hamara Shaher Tumhara,"['Drama', 'Family', 'Romance', 'Back to top']"
Zameer: The Awakening of a Soul,"['Action', 'Back to top']"
Mahaadev,"['Action', 'Drama', 'Back to top']"
Darling Darling,"['Romance', 'Back to top']"
Chor Police,"['Action', 'Crime', 'Drama', 'Back to top']"
Insaf Ki Pukar,"['Action', 'Drama', 'Back to top']"
Andhera,"['Crime', 'Drama', 'Thriller', 'Back to top']"
Chor Ke Ghar Chor,"['Action', 'Comedy', 'Crime', 'Drama', 'Back to top']"
Baap Re Baap,"['Comedy', 'Drama', 'Family', 'Musical', 'Back to top']"
Khoon Khoon,"['Crime', 'Mystery', 'Thriller', 'Back to top']"
Gopal Krishna,"['Fantasy', 'Back to top']"
Tower House,"['Action', 'Drama', 'Horror', 'Musical', 'Thriller', 'Back to top']"
Bhabhi Ki Chudiyan,"['Drama', 'Family', 'Back to top']"
Shirin Farhad,"['Tragic Romance', 'Adventure', 'Drama', 'Musical', 'Romance', 'Back to top']"
Yeh Aag Kab Bujhegi,"['Drama', 'Back to top']"
Mera Jawab,"['Action', 'Back to top']"
Zakhmee,"['Crime', 'Drama', 'Musical', 'Thriller', 'Back to top']"
Shahjehan,"['Drama', 'History', 'Romance', 'Back to top']"
Mitti-back to roots,"['Drama', 'Back to top']"
When Obama Loved Osama,"['Comedy', 'Back to top']"
The Pushkar Lodge,"['Drama', 'Back to top']"
Daddy's Daughter,"['Drama', 'Back to top']"
Daag: The Burning Fire,"['Action', 'Back to top']"
The Lost Salesman of Delhi,"['Adventure', 'Drama', 'Mystery', 'Back to top']"
Pyaasa Haiwan,"['Horror', 'Back to top']"
Bhaangarh,"['Horror', 'Back to top']"
Jaggu Bhai,"['Action', 'Back to top']"
Dhauli,"['Drama', 'Back to top']"
Bye2,"['Drama', 'Romance', 'Back to top']"
Astounding Courage in Distress,"['Family', 'Back to top']"
Stop!,"['Comedy', 'Romance', 'Back to top']"
Roohani Taaqat,"['Horror', 'Back to top']"
Aaya Toofan,"['Action', 'Back to top']"
Billa No. 786,"['Action', 'Back to top']"
Tahqiqaat,"['Crime', 'Mystery', 'Back to top']"
Miss 420,"['Action', 'Comedy', 'Crime', 'Drama', 'Romance', 'Thriller', 'Back to top']"
Hatyara,"['Action', 'Crime', 'Back to top']"
Janata Ki Adalat,"['Musical', 'Back to top']"
Hamrahi,"['Drama', 'Family', 'Back to top']"
Pehchan,"['Drama', 'Family', 'Musical', 'Romance', 'Back to top']"
Sitapur Ki Geeta,"['Action', 'Crime', 'Back to top']"
Mangal Pandey,"['Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Dilruba,"['Crime', 'Drama', 'Mystery', 'Romance', 'Back to top']"
Dada,"['Action', 'Drama', 'Family', 'Back to top']"
Door Ki Awaz,"['Romance', 'Back to top']"
Aan Aur Shaan,"['Drama', 'Back to top']"
Aaja Meri Jaan,"['Romance', 'Back to top']"
Tumhare Liye,"['Drama', 'Family', 'Back to top']"
Do Bhai,"['Action', 'Crime', 'Drama', 'Back to top']"
Dil Diwana,"['Comedy', 'Romance', 'Back to top']"
Dil Aur Deewaar,"['Action', 'Crime', 'Drama', 'Romance', 'Back to top']"
Pyaar Ka Saagar,"['Drama', 'Family', 'Musical', 'Back to top']"
Hisaab Khoon Ka,"['Drama', 'Mystery', 'Back to top']"
Insaaf Ki Awaaz,"['Action', 'Drama', 'Back to top']"
Basant Bahar,"['Drama', 'Musical', 'Romance', 'Back to top']"
Inquilab,"['Drama', 'Back to top']"
Yeh Hai Lollipop,"['Comedy', 'Back to top']"
Meri Adalat,"['Action', 'Back to top']"
SOS: Secrets of Sex Chapter 3,"['Drama', 'Back to top']"
Ramad,"['Drama', 'Thriller', 'Back to top']"
Main Hoon Rajinikanth,"['Comedy', 'Back to top']"
Purana Purush,"['Action', 'Adventure', 'Comedy', 'Musical', 'Back to top']"
Tutiya Dil,"['Romance', 'Back to top']"
Do Dilon Ke Khel Mein,"['Comedy', 'Drama', 'Romance', 'Back to top']"
The Successful Loosers,"['Drama', 'Back to top']"
Oye Mamu!,"['Comedy', 'Family', 'Back to top']"
2 October,"['Action', 'Crime', 'Thriller', 'Back to top']"
Aaj Ka Ravan,"['Action', 'Crime', 'Back to top']"
Revati,"['Drama', 'Back to top']"
"Chot [Aaj Isko, Kal Tereko]","['Action', 'Crime', 'Musical', 'Back to top']"
Main Aur Mera Hathi,"['Action', 'Drama', 'Back to top']"
Woh Main Nahin,"['Mystery', 'Thriller', 'Back to top']"
Naam O Nishan,"['Action', 'Thriller', 'Back to top']"
Qurbani Rang Layegi,"['Drama', 'Family', 'Back to top']"
Bhola Bhala,"['Action', 'Crime', 'Drama', 'Romance', 'Back to top']"
Yeh Kaisi Mohabbat,"['Drama', 'Musical', 'Romance', 'Thriller', 'Back to top']"
Daku Hasina,"['Action', 'Drama', 'Back to top']"
Yadon Ki Kasam,"['Action', 'Back to top']"
Khwab,"['Crime', 'Drama', 'Romance', 'Back to top']"
Yeh To Kamaal Ho Gaya,"['Action', 'Comedy', 'Drama', 'Back to top']"
Yeh Nazdeekiyan,"['Drama', 'Romance', 'Back to top']"
Kaun Kitney Pani Mein,"['Action', 'Thriller', 'Back to top']"
Basant,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Shaadi,"['Action', 'Comedy', 'Drama', 'Romance', 'Back to top']"
All Rounder,"['Action', 'Drama', 'Back to top']"
Aadmi Sadak Ka,"['Drama', 'Family', 'Back to top']"
Roop Tera Mastana,"['Romance', 'Thriller', 'Back to top']"
Jigri Dost,"['Drama', 'Back to top']"
Aasra,"['Drama', 'Family', 'Back to top']"
Pet Pyaar Aur Paap,"['Drama', 'Family', 'Back to top']"
Gunehgaar,"['Action', 'Back to top']"
Beti Bete,"['Comedy', 'Drama', 'Family', 'Romance', 'Back to top']"
Mem-Didi,"['Comedy', 'Drama', 'Back to top']"
Aas Ka Panchhi,"['Drama', 'Family', 'Back to top']"
Diamond Queen,"['Action', 'Adventure', 'Back to top']"
Call for Fun,"['Comedy', 'Back to top']"
Downup the Exit 796,"['Thriller', 'Back to top']"
Mohan Rakesh's Adhe Adhure,"['Drama', 'Back to top']"
Moods of Crime,"['Crime', 'Back to top']"
SOS: Secrets of Sex,"['Drama', 'Back to top']"
Redrum,"['Thriller', 'Back to top']"
Spark,"['Action', 'Back to top']"
Maa Ki Shakti,"['Drama', 'Back to top']"
Sheetalbhabi.com,"['Comedy', 'Back to top']"
Love School Life,"['Action', 'Comedy', 'Drama', 'Romance', 'Back to top']"
Nippu Ravva,"['Action', 'Drama', 'Back to top']"
Be-Shaque,"['Adventure', 'Crime', 'Drama', 'Mystery', 'Back to top']"
Kasaai,"['Political Drama', 'Drama', 'Back to top']"
Shoonya,"['Drama', 'Back to top']"
Mere Baad,"['Drama', 'Back to top']"
Mashooka,"['Drama', 'Musical', 'Romance', 'Thriller', 'Back to top']"
Nache Nagin Gali Gali,"['Horror', 'Back to top']"
Nasihat,"['Action', 'Drama', 'Back to top']"
Nishana,"['Drama', 'Family', 'Back to top']"
Inteha Pyar Ki,"['Drama', 'Family', 'Musical', 'Romance', 'Back to top']"
Chunaoti,"['Action', 'Thriller', 'Back to top']"
Jaane Jigar,"['Comedy', 'Drama', 'Family', 'Back to top']"
Saas Bhi Kabhi Bahu Thi,"['Comedy', 'Drama', 'Back to top']"
Pakhandi,"['Drama', 'Back to top']"
Trilok Sundari,['Back to top']
Samar,"['Drama', 'Back to top']"
Shaadi Ke Baad,"['Comedy', 'Back to top']"
Akashdeep,"['Drama', 'Back to top']"
Shandaar,"['Drama', 'Family', 'Back to top']"
Be-Reham,"['Action', 'Crime', 'Thriller', 'Back to top']"
Aap Beati,"['Drama', 'Family', 'Back to top']"
Hercules,"['Adventure', 'Back to top']"
Man Mandir,"['Drama', 'Family', 'Back to top']"
Dekh Kabira Roya,"['Comedy', 'Romance', 'Back to top']"
Angulimaal,"['Action', 'Adventure', 'Drama', 'Back to top']"
Majaal,"['Drama', 'Back to top']"
Zindagi Aur Khwab,"['Romance', 'Back to top']"
Bhishma,"['Action', 'Thriller', 'Back to top']"
Angaara,"['Action', 'Crime', 'Back to top']"
Ab Insaf Hoga,"['Action', 'Drama', 'Back to top']"
Yeh Gulistan Hamara,"['Action', 'Drama', 'Back to top']"
Raahgir,"['Drama', 'Back to top']"
Badman,"['Comedy', 'Drama', 'Back to top']"
Mahesh Dattani's Hasmukh Saab ki Wasihat,"['Drama', 'Back to top']"
Room: The Mystery,"['Thriller', 'Back to top']"
Houseful,"['Drama', 'Back to top']"
Supari - The Quest Begins Now,"['Crime', 'Back to top']"
Jeena Hai Toh Thok Daal,"['Action', 'Crime', 'Drama', 'Back to top']"
The Impossible Murder,"['Mystery', 'Back to top']"
Kaali Topi Lal Rumaal,"['Action', 'Crime', 'Drama', 'Back to top']"
Chhorriyan Chhoron Se Kam Nahi Hoti,"['Drama', 'Back to top']"
Devaki,"['Drama', 'Back to top']"
Hanste Khelte,"['Comedy', 'Fantasy', 'Romance', 'Back to top']"
Woh Tera Naam Tha,"['Romance', 'Back to top']"
Dhoop Chhaon,"['Drama', 'Back to top']"
Neend Hamari Khwab Tumhare,"['Musical', 'Romance', 'Back to top']"
Roti Kee Keemat,"['Action', 'Crime', 'Drama', 'Back to top']"
Khuda Kasam,"['Drama', 'Family', 'Romance', 'Back to top']"
Do Matwale,"['Action', 'Back to top']"
Dharma,"['Action', 'Comedy', 'Crime', 'Drama', 'Back to top']"
Jallian Wala Bagh,"['Action', 'Biography', 'History', 'Back to top']"
Daadagiri,"['Action', 'Comedy', 'Crime', 'Drama', 'Back to top']"
