movie_name,genres
Boss,"['One-Person Army Action', 'Action', 'Comedy', 'Crime', 'Drama', 'Back to top']"
Sherni,"['Action', 'Adventure', 'Drama', 'Thriller', 'Back to top']"
Qayamat Se Qayamat Tak,"['Drama', 'Musical', 'Romance', 'Back to top']"
Khatta Meetha,"['Satire', 'Comedy', 'Crime', 'Drama', 'Back to top']"
Maqbool,"['Crime', 'Drama', 'Thriller', 'Back to top']"
Ishq,"['Slapstick', 'Action', 'Comedy', 'Drama', 'Musical', 'Romance', 'Back to top']"
Lust Stories,"['Drama', 'Romance', 'Back to top']"
Mary Kom,"['Action', 'Biography', 'Drama', 'Sport', 'Back to top']"
Baaghi 2,"['One-Person Army Action', 'Suspense Mystery', 'Action', 'Crime', 'Drama', 'Mystery', 'Thriller', 'Back to top']"
Chup Chup Ke,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Judwaa 2,"['Action', 'Comedy', 'Romance', 'Back to top']"
Blackmail,"['Dark Comedy', 'Comedy', 'Thriller', 'Back to top']"
Shivaay,"['One-Person Army Action', 'Action', 'Adventure', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Tere Bin Laden,"['Comedy', 'Drama', 'Back to top']"
Mom,"['Crime', 'Drama', 'Thriller', 'Back to top']"
Gunda,"['Action', 'Comedy', 'Crime', 'Drama', 'Musical', 'Back to top']"
Rashmi Rocket,"['Drama', 'Sport', 'Back to top']"
Love Hostel,"['Action', 'Crime', 'Romance', 'Thriller', 'Back to top']"
Malang - Unleash the Madness,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller', 'Back to top']"
Aitraaz,"['Drama', 'Romance', 'Thriller', 'Back to top']"
Luck by Chance,"['Drama', 'Back to top']"
Jagga Jasoos,"['Action', 'Adventure', 'Comedy', 'Musical', 'Mystery', 'Back to top']"
Shubh Mangal Saavdhan,"['Comedy', 'Romance', 'Back to top']"
Attack,"['Action', 'Sci-Fi', 'Thriller', 'Back to top']"
Shootout at Lokhandwala,"['True Crime', 'Action', 'Crime', 'Drama', 'History', 'Thriller', 'Back to top']"
Josh,"['Action', 'Drama', 'Musical', 'Romance', 'Back to top']"
Shanghai,"['Crime', 'Drama', 'Mystery', 'Thriller', 'Back to top']"
Mangal Pandey: The Rising,"['Biography', 'Drama', 'History', 'War', 'Back to top']"
Roohi,"['Comedy', 'Horror', 'Back to top']"
Taxi No. 9 2 11: Nau Do Gyarah,"['Dark Comedy', 'Comedy', 'Drama', 'Thriller', 'Back to top']"
Dhadak,"['Drama', 'Romance', 'Back to top']"
D-Day,"['Action', 'Thriller', 'Back to top']"
Vivah,"['Drama', 'Musical', 'Romance', 'Back to top']"
Rangeela,"['Comedy', 'Drama', 'Musical', 'Romance', 'Back to top']"
Ladies vs. Ricky Bahl,"['Comedy', 'Crime', 'Drama', 'Romance', 'Back to top']"
Waqt: The Race Against Time,"['Comedy', 'Drama', 'Family', 'Musical', 'Romance', 'Back to top']"
Shuddh Desi Romance,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Son of Sardaar,"['One-Person Army Action', 'Action', 'Comedy', 'Romance', 'Back to top']"
The Dirty Picture,"['Biography', 'Comedy', 'Drama', 'Musical', 'Romance', 'Back to top']"
Khaali Peeli,"['Action', 'Comedy', 'Romance', 'Back to top']"
Housefull 3,"['Action', 'Comedy', 'Romance', 'Back to top']"
Mumbai Saga,"['Action', 'Crime', 'History', 'Back to top']"
Heropanti,"['Action', 'Romance', 'Back to top']"
Shubh Mangal Zyada Saavdhan,"['Comedy', 'Crime', 'Romance', 'Back to top']"
Bhootnath,"['Comedy', 'Drama', 'Family', 'Fantasy', 'Horror', 'Back to top']"
Salaam Bombay!,"['Docudrama', 'Crime', 'Drama', 'Back to top']"
Sharmaji Namkeen,"['Comedy', 'Drama', 'Family', 'Back to top']"
Mere Brother Ki Dulhan,"['Comedy', 'Drama', 'Family', 'Romance', 'Back to top']"
Dhaakad,"['Action', 'Thriller', 'Back to top']"
Golmaal Again,"['Action', 'Comedy', 'Horror', 'Back to top']"
Shakuntala Devi,"['Biography', 'Drama', 'Back to top']"
Phantom,"['Action', 'Drama', 'Thriller', 'Back to top']"
Mardaani 2,"['Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Mother India,"['Action', 'Comedy', 'Drama', 'Family', 'Musical', 'Back to top']"
Pagglait,"['Comedy', 'Drama', 'Back to top']"
Parineeta,"['Drama', 'Musical', 'Romance', 'Back to top']"
State of Siege: Temple Attack,"['Action', 'Thriller', 'Back to top']"
Patiala House,"['Drama', 'Sport', 'Back to top']"
Bol Bachchan,"['Action', 'Comedy', 'Back to top']"
Sanak,"['One-Person Army Action', 'Action', 'Thriller', 'Back to top']"
Lupt,"['Horror', 'Thriller', 'Back to top']"
Koyla,"['Action', 'Drama', 'Musical', 'Romance', 'Thriller', 'Back to top']"
Baaghi,"['Martial Arts', 'One-Person Army Action', 'Action', 'Romance', 'Thriller', 'Back to top']"
Jawaani Jaaneman,"['Comedy', 'Drama', 'Back to top']"
Yuva,"['Action', 'Drama', 'Thriller', 'Back to top']"
Main Tera Hero,"['Action', 'Comedy', 'Romance', 'Back to top']"
Bhavesh Joshi Superhero,"['Martial Arts', 'One-Person Army Action', 'Superhero', 'Action', 'Crime', 'Drama', 'Back to top']"
Ab Tak Chhappan,"['Crime', 'Drama', 'Back to top']"
De Dana Dan,"['Action', 'Comedy', 'Crime', 'Back to top']"
Singham Returns,"['Cop Drama', 'One-Person Army Action', 'Action', 'Crime', 'Drama', 'Back to top']"
Kaagaz,"['Biography', 'Comedy', 'Drama', 'Back to top']"
Ajnabee,"['Action', 'Crime', 'Drama', 'Mystery', 'Romance', 'Thriller', 'Back to top']"
Himmatwala,"['Action', 'Comedy', 'Drama', 'Back to top']"
Kaun Pravin Tambe?,"['Biography', 'Drama', 'Sport', 'Back to top']"
Chandni Chowk to China,"['Martial Arts', 'Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Back to top']"
The Sky Is Pink,"['Drama', 'Romance', 'Back to top']"
Entertainment,"['Action', 'Comedy', 'Drama', 'Back to top']"
MSG 2 the Messenger,"['Action', 'Comedy', 'Drama', 'Fantasy', 'Horror', 'Back to top']"
Hum Saath-Saath Hain,"['Drama', 'Musical', 'Back to top']"
Shaitan,"['True Crime', 'Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Singh Is Bliing,"['Action', 'Comedy', 'Romance', 'Back to top']"
Sandeep Aur Pinky Faraar,"['Comedy', 'Crime', 'Drama', 'Back to top']"
Khoobsurat,"['Comedy', 'Romance', 'Back to top']"
Golmaal 3,"['Parody', 'Action', 'Comedy', 'Drama', 'Back to top']"
Awara Paagal Deewana,"['Dark Comedy', 'Martial Arts', 'Slapstick', 'Action', 'Comedy', 'Crime', 'Thriller', 'Back to top']"
Manmarziyaan,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Rocky Handsome,"['Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Sui Dhaaga: Made in India,"['Comedy', 'Drama', 'Back to top']"
Love Per Square Foot,"['Comedy', 'Romance', 'Back to top']"
Qarib Qarib Singlle,"['Comedy', 'Romance', 'Back to top']"
Rehnaa Hai Terre Dil Mein,"['Comedy', 'Drama', 'Musical', 'Romance', 'Back to top']"
De De Pyaar De,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Humshakals,"['Slapstick', 'Comedy', 'Drama', 'Romance', 'Back to top']"
Veer,"['Action', 'Adventure', 'Drama', 'Musical', 'Romance', 'War', 'Back to top']"
Mohra,"['Action', 'Drama', 'Thriller', 'Back to top']"
Hulchul,"['Action', 'Comedy', 'Drama', 'Romance', 'Back to top']"
Khiladi,"['Action', 'Musical', 'Mystery', 'Romance', 'Thriller', 'Back to top']"
Manorama: Six Feet Under,"['Crime', 'Drama', 'Mystery', 'Thriller', 'Back to top']"
Tottaa Pataaka Item Maal,"['Drama', 'Back to top']"
Guide,"['Tragic Romance', 'Drama', 'Romance', 'Back to top']"
I Hate Luv Storys,"['Comedy', 'Drama', 'Romance', 'Back to top']"
When Worlds Collide,"['Space Sci-Fi', 'Action', 'Sci-Fi', 'Thriller', 'Back to top']"
Golmaal Returns,"['Parody', 'Comedy', 'Crime', 'Mystery', 'Back to top']"
Dishoom,"['Action', 'Adventure', 'Comedy', 'Back to top']"
Force,"['One-Person Army Action', 'Action', 'Crime', 'Drama', 'Romance', 'Thriller', 'Back to top']"
Jersey,"['Drama', 'Sport', 'Back to top']"
Saawariya,"['Drama', 'Musical', 'Romance', 'Back to top']"
Raabta,"['Action', 'Drama', 'Fantasy', 'Romance', 'Thriller', 'Back to top']"
Earth,"['Drama', 'Romance', 'War', 'Back to top']"
Tikli and Laxmi Bomb,"['Drama', 'Back to top']"
Chillar Party,"['Comedy', 'Drama', 'Family', 'Back to top']"
PM Narendra Modi,"['Biography', 'Drama', 'Back to top']"
Mard Ko Dard Nahin Hota,"['Martial Arts', 'Superhero', 'Action', 'Comedy', 'Drama', 'Back to top']"
Delhi-6,"['Drama', 'Back to top']"
Ishaqzaade,"['Action', 'Drama', 'Romance', 'Back to top']"
Raju Ban Gaya Gentleman,"['Comedy', 'Musical', 'Romance', 'Back to top']"
Amar Akbar Anthony,"['Action', 'Comedy', 'Drama', 'Music', 'Back to top']"
Raja Hindustani,"['Action', 'Comedy', 'Drama', 'Musical', 'Romance', 'Back to top']"
Socha Na Tha,"['Comedy', 'Drama', 'Romance', 'Back to top']"
The Accidental Prime Minister,"['Biography', 'Drama', 'Back to top']"
Befikre,"['Screwball Comedy', 'Comedy', 'Drama', 'Romance', 'Back to top']"
Drive,"['Action', 'Crime', 'Thriller', 'Back to top']"
Street Dancer 3D,"['Drama', 'Music', 'Back to top']"
Buddha in a Traffic Jam,"['Conspiracy Thriller', 'True Crime', 'Crime', 'Thriller', 'Back to top']"
Sarkar Raj,"['Action', 'Crime', 'Drama', 'Back to top']"
Duplicate,"['Action', 'Comedy', 'Crime', 'Romance', 'Thriller', 'Back to top']"
Phir Bhi Dil Hai Hindustani,"['Satire', 'Comedy', 'Drama', 'Musical', 'Romance', 'Back to top']"
Dolly Kitty Aur Woh Chamakte Sitare,"['Comedy', 'Drama', 'Back to top']"
Mukkabaaz,"['Boxing', 'Action', 'Drama', 'Sport', 'Back to top']"
No Smoking,"['Dark Comedy', 'Drama', 'Horror', 'Mystery', 'Thriller', 'Back to top']"
Agent Vinod,"['Globetrotting Adventure', 'Spy', 'Action', 'Adventure', 'Thriller', 'Back to top']"
Anek,"['Action', 'Drama', 'Sport', 'Thriller', 'Back to top']"
Roy,"['Drama', 'Romance', 'Back to top']"
Salaam Namaste,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Panga,"['Drama', 'Sport', 'Back to top']"
Shamitabh,"['Drama', 'Back to top']"
Dhadkan,"['Drama', 'Romance', 'Back to top']"
MSG the Warrior: Lion Heart,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi', 'Back to top']"
Bunty Aur Babli,"['Comedy', 'Crime', 'Drama', 'Romance', 'Back to top']"
Ek Hasina Thi,"['Action', 'Crime', 'Drama', 'Mystery', 'Thriller', 'Back to top']"
Satyameva Jayate,"['Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Awarapan,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller', 'Back to top']"
Pati Patni Aur Woh,"['Comedy', 'Romance', 'Back to top']"
Dedh Ishqiya,"['Comedy', 'Drama', 'Romance', 'Thriller', 'Back to top']"
A Gentleman,"['Action', 'Comedy', 'Back to top']"
Half Girlfriend,"['Drama', 'Romance', 'Back to top']"
Once Upon a Time in Mumbai Dobaara!,"['Action', 'Crime', 'Drama', 'Back to top']"
102 Not Out,"['Comedy', 'Drama', 'Back to top']"
Murder 2,"['Psychological Thriller', 'Serial Killer', 'Action', 'Crime', 'Drama', 'Horror', 'Thriller', 'Back to top']"
Mission Kashmir,"['Action', 'Drama', 'Thriller', 'Back to top']"
Kambakkht Ishq,"['Action', 'Comedy', 'Romance', 'Back to top']"
Khiladi 786,"['Action', 'Comedy', 'Romance', 'Back to top']"
13B: Fear Has a New Address,"['Psychological Horror', 'Supernatural Horror', 'Horror', 'Mystery', 'Thriller', 'Back to top']"
Badmaa$h Company,"['Comedy', 'Crime', 'Drama', 'Back to top']"
Baar Baar Dekho,"['Action', 'Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Back to top']"
Saathiya,"['Drama', 'Family', 'Romance', 'Back to top']"
Bob Biswas,"['Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Sir,"['Drama', 'Romance', 'Back to top']"
Aligarh,"['Biography', 'Crime', 'Drama', 'Back to top']"
Stanley Ka Dabba,"['Comedy', 'Drama', 'Family', 'Back to top']"
Malamaal Weekly,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Total Dhamaal,"['Action', 'Adventure', 'Comedy', 'Back to top']"
Ram Gopal Varma Ki Aag,"['Action', 'Adventure', 'Comedy', 'Crime', 'Musical', 'Back to top']"
ABCD (Any Body Can Dance),"['Drama', 'Music', 'Back to top']"
Hum Tumhare Hain Sanam,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Shootout at Wadala,"['True Crime', 'Action', 'Biography', 'Crime', 'Back to top']"
Page 3,"['Drama', 'Back to top']"
Saajan,"['Drama', 'Musical', 'Romance', 'Back to top']"
Padosan,"['Comedy', 'Musical', 'Romance', 'Back to top']"
Nil Battey Sannata,"['Drama', 'Family', 'Back to top']"
Chaman Bahaar,"['Satire', 'Comedy', 'Drama', 'Back to top']"
Ek Main Aur Ekk Tu,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Hum Do Hamare Do,"['Comedy', 'Back to top']"
Lipstick Under My Burkha,"['Comedy', 'Drama', 'Back to top']"
Anjaana Anjaani,"['Comedy', 'Drama', 'Musical', 'Romance', 'Back to top']"
Ujda Chaman,"['Comedy', 'Back to top']"
Naam Shabana,"['Action', 'Drama', 'Thriller', 'Back to top']"
Deewana,"['Action', 'Comedy', 'Drama', 'Musical', 'Romance', 'Back to top']"
Jannat: In Search of Heaven...,"['Crime', 'Drama', 'Romance', 'Back to top']"
Little Baby,"['Family', 'Back to top']"
Judgementall Hai Kya,"['Comedy', 'Drama', 'Mystery', 'Thriller', 'Back to top']"
Anjaam,"['Crime', 'Drama', 'Thriller', 'Back to top']"
Masti,"['Raunchy Comedy', 'Comedy', 'Crime', 'Mystery', 'Thriller', 'Back to top']"
Saand Ki Aankh,"['Biography', 'Drama', 'Back to top']"
Dhol,"['Comedy', 'Crime', 'Mystery', 'Thriller', 'Back to top']"
Pari,"['Fantasy', 'Horror', 'Mystery', 'Back to top']"
Yaara,"['Action', 'Crime', 'Drama', 'Back to top']"
Any Body Can Dance 2,"['Biography', 'Drama', 'Music', 'Back to top']"
Pyaasa,"['Drama', 'Musical', 'Romance', 'Back to top']"
Bluffmaster!,"['Buddy Comedy', 'Comedy', 'Crime', 'Drama', 'Romance', 'Thriller', 'Back to top']"
Dasvidaniya,"['Comedy', 'Drama', 'Back to top']"
Mr. & Mrs. Khiladi,"['Comedy', 'Drama', 'Romance', 'Back to top']"
All the Best: Fun Begins,"['Action', 'Comedy', 'Drama', 'Musical', 'Back to top']"
Mumbai Meri Jaan,"['Drama', 'Back to top']"
Judwaa,"['Action', 'Comedy', 'Drama', 'Romance', 'Back to top']"
Action Replayy,"['Time Travel', 'Comedy', 'Romance', 'Sci-Fi', 'Back to top']"
Hunterrr,"['Comedy', 'Romance', 'Back to top']"
Chamatkar,"['Comedy', 'Drama', 'Fantasy', 'Back to top']"
Grand Masti,"['Raunchy Comedy', 'Comedy', 'Back to top']"
Hungama 2,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Indoo Ki Jawani,"['Raunchy Comedy', 'Comedy', 'Drama', 'Back to top']"
Matru ki Bijlee ka Mandola,"['Comedy', 'Drama', 'Back to top']"
Gangster,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller', 'Back to top']"
Main Khiladi Tu Anari,"['Action', 'Comedy', 'Drama', 'Back to top']"
Darbar,"['Action', 'Crime', 'Thriller', 'Back to top']"
Khiladiyon Ka Khiladi,"['Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Hamari Adhuri Kahani,"['Drama', 'Romance', 'Back to top']"
Welcome Back,"['Action', 'Comedy', 'Crime', 'Drama', 'Back to top']"
Kis Kisko Pyaar Karoon,"['Comedy', 'Romance', 'Back to top']"
Dor,"['Drama', 'Back to top']"
Atithi Tum Kab Jaoge?,"['Comedy', 'Back to top']"
R... Rajkumar,"['One-Person Army Action', 'Action', 'Comedy', 'Crime', 'Romance', 'Back to top']"
Bombay Velvet,"['Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
7 Khoon Maaf,"['Comedy', 'Drama', 'Mystery', 'Thriller', 'Back to top']"
Biwi No. 1,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Doordarshan,"['Comedy', 'Drama', 'Back to top']"
Hum Hain Rahi Pyar Ke,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Thank You,"['Comedy', 'Back to top']"
Daawat-e-Ishq,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Romeo Akbar Walter,"['Period Drama', 'Spy', 'Action', 'Drama', 'Thriller', 'Back to top']"
8 x 10 Tasveer,"['Suspense Mystery', 'Action', 'Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller', 'Back to top']"
Ki & Ka,"['Comedy', 'Romance', 'Back to top']"
Ajeeb Daastaans,"['Drama', 'Romance', 'Back to top']"
Shaandaar,"['Comedy', 'Drama', 'Romance', 'Back to top']"
"LSD: Love, Sex Aur Dhokha","['Mockumentary', 'Comedy', 'Crime', 'Drama', 'Romance', 'Back to top']"
Taish,"['Action', 'Thriller', 'Back to top']"
Jannat 2,"['Crime', 'Drama', 'Thriller', 'Back to top']"
Lingaa,"['Action', 'Comedy', 'Drama', 'Back to top']"
Azhar,"['Biography', 'Drama', 'Sport', 'Back to top']"
Kismat Konnection,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Kahaani 2,"['Mystery', 'Thriller', 'Back to top']"
Class of 83,"['Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Do Dooni Chaar,"['Comedy', 'Crime', 'Drama', 'Back to top']"
Bhoothnath Returns,"['Comedy', 'Drama', 'Fantasy', 'Back to top']"
Besharam,"['Action', 'Comedy', 'Romance', 'Back to top']"
Mujhse Dosti Karoge!,"['Comedy', 'Drama', 'Family', 'Musical', 'Romance', 'Back to top']"
Aarakshan,"['Drama', 'Thriller', 'Back to top']"
Panipat,"['Action', 'Drama', 'History', 'War', 'Back to top']"
Force 2,"['Action', 'Adventure', 'Thriller', 'Back to top']"
Durgamati: The Myth,"['Horror', 'Thriller', 'Back to top']"
Sangharsh,"['Action', 'Crime', 'Drama', 'Horror', 'Thriller', 'Back to top']"
Joker,"['Comedy', 'Family', 'Sci-Fi', 'Thriller', 'Back to top']"
Phas Gaye Re Obama,"['Comedy', 'Crime', 'Drama', 'Back to top']"
Batti Gul Meter Chalu,"['Drama', 'Back to top']"
Salaam-E-Ishq,"['Comedy', 'Drama', 'Musical', 'Romance', 'Back to top']"
Ferrari Ki Sawaari,"['Comedy', 'Drama', 'Family', 'Sport', 'Back to top']"
Mann,"['Drama', 'Romance', 'Back to top']"
Mausam,"['Drama', 'Romance', 'War', 'Back to top']"
Fukrey Returns,"['Comedy', 'Back to top']"
Bhoot: Part One - The Haunted Ship,"['Horror', 'Mystery', 'Thriller', 'Back to top']"
Taal,"['Drama', 'Musical', 'Romance', 'Back to top']"
Commando,"['Jungle Adventure', 'Martial Arts', 'One-Person Army Action', 'Action', 'Adventure', 'Thriller', 'Back to top']"
Bombay Talkies,"['Crime', 'Drama', 'Back to top']"
Chhorii,"['Drama', 'Horror', 'Thriller', 'Back to top']"
Jalsa,"['Drama', 'Thriller', 'Back to top']"
Choked: Paisa Bolta Hai,"['Drama', 'Back to top']"
Happy Bhag Jayegi,"['Feel-Good Romance', 'Comedy', 'Romance', 'Back to top']"
Tashan,"['Action', 'Comedy', 'Drama', 'Romance', 'Back to top']"
Pyaar Kiya To Darna Kya,"['Action', 'Comedy', 'Drama', 'Musical', 'Romance', 'Back to top']"
Kaal,"['Adventure', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller', 'Back to top']"
Baazaar,"['Crime', 'Drama', 'Thriller', 'Back to top']"
Ramprasad Ki Tehrvi,"['Comedy', 'Drama', 'Back to top']"
Desh Drohi,"['Action', 'Thriller', 'Back to top']"
Angoor,"['Comedy', 'Back to top']"
Parched,"['Drama', 'Back to top']"
Dil,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Cheeni Kum,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Maine Pyaar Kyun Kiya,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Ghost Stories,"['Horror', 'Thriller', 'Back to top']"
Tumhari Sulu,"['Comedy', 'Drama', 'Back to top']"
Meri Pyaari Bindu,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Soorma,"['Biography', 'Drama', 'Sport', 'Back to top']"
Nail Polish,"['Drama', 'Back to top']"
Ghayal Once Again,"['Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Satyagraha,"['Drama', 'Back to top']"
Kurbaan,"['Action', 'Crime', 'Drama', 'Romance', 'Thriller', 'Back to top']"
City Lights,"['Drama', 'Thriller', 'Back to top']"
Chashme Baddoor,"['Comedy', 'Drama', 'Back to top']"
Ek Chalis Ki Last Local,"['Dark Comedy', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Back to top']"
Photograph,"['Drama', 'Romance', 'Back to top']"
Virgin Bhanupriya,"['Raunchy Comedy', 'Comedy', 'Drama', 'Back to top']"
One 2 Ka 4,"['Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
The Attacks of 26/11,"['Docudrama', 'True Crime', 'Action', 'Crime', 'Drama', 'History', 'Thriller', 'Back to top']"
Kochadaiiyaan,"['Action', 'Adventure', 'Animation', 'History', 'Back to top']"
Akele Hum Akele Tum,"['Drama', 'Romance', 'Back to top']"
Gupt: The Hidden Truth,"['Action', 'Crime', 'Mystery', 'Romance', 'Thriller', 'Back to top']"
Kaante,"['Heist', 'Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Ghanchakkar,"['Comedy', 'Crime', 'Thriller', 'Back to top']"
Deewane Huye Paagal,"['Action', 'Comedy', 'Drama', 'Romance', 'Back to top']"
Blue,"['Action', 'Adventure', 'Mystery', 'Thriller', 'Back to top']"
Hazaaron Khwaishein Aisi,"['Drama', 'Back to top']"
Mera Naam Joker,"['Comedy', 'Drama', 'Back to top']"
Sarbjit,"['Biography', 'Drama', 'Back to top']"
14 Phere,"['Comedy', 'Romance', 'Back to top']"
Shakthi: The Power,"['Action', 'Drama', 'Thriller', 'Back to top']"
Bandit Queen,"['True Crime', 'Action', 'Biography', 'Crime', 'Drama', 'History', 'Back to top']"
Rahasya,"['Mystery', 'Thriller', 'Back to top']"
Titli,"['Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
Baadshaho,"['Action', 'Adventure', 'Thriller', 'Back to top']"
Fitoor,"['Drama', 'Romance', 'Back to top']"
Phata Poster Nikhla Hero,"['Action', 'Comedy', 'Crime', 'Drama', 'Back to top']"
Ta Ra Rum Pum,"['Comedy', 'Drama', 'Family', 'Romance', 'Sport', 'Back to top']"
Rangoon,"['Action', 'Drama', 'History', 'Romance', 'War', 'Back to top']"
Ghoomketu,"['Comedy', 'Back to top']"
Chori Chori Chupke Chupke,"['Comedy', 'Drama', 'Musical', 'Romance', 'Back to top']"
Silence... Can You Hear It?,"['Crime', 'Thriller', 'Back to top']"
A Flying Jatt,"['Superhero', 'Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Sci-Fi', 'Back to top']"
Apaharan,"['Action', 'Crime', 'Drama', 'Back to top']"
Ginny Weds Sunny,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Mere Dad Ki Maruti,"['Comedy', 'Drama', 'Romance', 'Back to top']"
Laal Kaptaan,"['Action', 'Adventure', 'Drama', 'Western', 'Back to top']"
Chopsticks,"['Comedy', 'Drama', 'Back to top']"
Aiyaary,"['Action', 'Crime', 'Drama', 'Thriller', 'Back to top']"
London Dreams,"['Drama', 'Music', 'Back to top']"
Main Prem Ki Diwani Hoon,"['Comedy', 'Drama', 'Musical', 'Romance', 'Back to top']"
36 China Town,"['Whodunnit', 'Comedy', 'Mystery', 'Thriller', 'Back to top']"
Ramayana: The Legend of Prince Rama,"['Anime', 'Fantasy Epic', 'Sword & Sorcery', 'Action', 'Adventure', 'Animation', 'Drama', 'Fantasy', 'Musical', 'Romance', 'Back to top']"
