,imdb-id,movie_name,year_of_release,runtime,IMDB_rating,no_of_votes,plot_description,director,actors
95,tt0439662,Fanaa,(2006),168 min,7.1,"32,703",A sweet blind girl Zooni meets a flirty Rehan. She ignores her friends' warnings. It's her time to discover life. Is she making the right love choice?,Kunal Kohli,"    Kunal Kohli|     Aamir Khan, Kajol, Rishi Kapoor, Tabu"
96,tt10324144,Article 15,(2019),130 min,8.2,"32,702","In the rural heartlands of India, an upright police officer sets out on a crusade against violent caste-based crimes and discrimination.",Anubhav Sinha,"    Anubhav Sinha|     Ayushmann Khurrana, Nassar, Manoj Pahwa, Kumud Mishra"
97,tt8108268,The Tashkent Files,(2019),134 min,8.1,"32,417","Revolves around the mysterious death of India's 2nd Prime Minister Shri Lal Bahadur Shastri and attempts to uncover if he had actually died a natural death, or, as alleged, was assassinated.",Vivek Agnihotri,"    Vivek Agnihotri|     Shweta Basu Prasad, Mithun Chakraborty, Naseeruddin Shah, Pankaj Tripathi"
98,tt2359810,Raanjhanaa,(2013),140 min,7.6,"32,362","Kundan, the son of a Hindu pundit, discovers that his childhood sweetheart Zoya loves city-bred Akram and wants to marry him. However, he persistently seeks to win her heart.",Aanand L. Rai,"    Aanand L. Rai|     Dhanush, Sonam Kapoor, Mohd. Zeeshan Ayyub, Swara Bhaskar"
99,tt1620719,Dabangg,(2010),126 min,6.2,"32,291","A corrupt police officer faces challenges from his family, gangsters and politicians.",Abhinav Kashyap,"    Abhinav Kashyap|     Salman Khan, Sonakshi Sinha, Sonu Sood, Arbaaz Khan"
100,tt0449994,Jodhaa Akbar,(2008),213 min,7.5,"32,274","A sixteenth century love story about a marriage of alliance that gave birth to true love between a great Mughal emperor, Akbar, and a Rajput princess, Jodha.",Ashutosh Gowariker,"    Ashutosh Gowariker|     Hrithik Roshan, Aishwarya Rai Bachchan, Sonu Sood, Poonam Sinha"
101,tt8983202,Kabir Singh,(2019),173 min,7.0,"31,811","An exalted but short-fused surgeon plunges into a spiral of drugs, alcohol and rage after his intense relationship with his girlfriend turbulently ends.",Sandeep Reddy Vanga,"    Sandeep Reddy Vanga|     Shahid Kapoor, Kiara Advani, Nikita Dutta, Soham Majumdar"
102,tt5935704,Padmaavat,(2018),164 min,7.0,"31,636","Set in medieval Rajasthan, Queen Padmavati is married to a noble king and they live in a prosperous fortress with their subjects until an ambitious Sultan hears of Padmavati's beauty and forms an obsessive love for the Queen of Mewar.",Sanjay Leela Bhansali,"    Sanjay Leela Bhansali|     Deepika Padukone, Ranveer Singh, Shahid Kapoor, Aditi Rao Hydari"
103,tt3767372,Piku,(2015),123 min,7.6,"31,563","A quirky comedy about the relationship between a daughter and her aging father, whose eccentricities drive everyone crazy.",Shoojit Sircar,"    Shoojit Sircar|     Deepika Padukone, Amitabh Bachchan, Irrfan Khan, Moushumi Chatterjee"
104,tt1324059,Wake Up Sid,(2009),138 min,7.6,"30,972","The story of a lazy Mumbai college student who does absolutely nothing, with a turn of events will Sid realize his potential in this world and become a success in the fast-paced life of Mumbai.",Ayan Mukherjee,"    Ayan Mukherjee|     Ranbir Kapoor, Konkona Sen Sharma, Supriya Pathak, Anupam Kher"
105,tt7721800,Bharat,(2019),150 min,4.7,"30,729","At the cusp of India's birth as an Independent nation, a family makes an arduous journey to freedom at a cost. A young boy Bharat, makes a promise to his Father that he will keep his family together no matter what.",Ali Abbas Zafar,"    Ali Abbas Zafar|     Salman Khan, Katrina Kaif, Sunil Grover, Tabu"
106,tt1327035,Dev.D,(2009),144 min,7.9,"30,467","After breaking up with his childhood sweetheart, a young man finds solace in drugs. Meanwhile, a teenage girl is caught in the world of prostitution. Will they be destroyed, or will they find redemption?",Anurag Kashyap,"    Anurag Kashyap|     Abhay Deol, Mahie Gill, Kalki Koechlin, Dibyendu Bhattacharya"
107,tt7485048,Super 30,(2019),154 min,7.9,"30,159",Based on the life of Patna-based mathematician Anand Kumar who runs the famed Super 30 program for IIT aspirants in Patna.,Vikas Bahl,"    Vikas Bahl|     Hrithik Roshan, Mrunal Thakur, Nandish Singh Sandhu, Virendra Saxena"
108,tt7098658,Raazi,(2018),138 min,7.7,"30,067",A Kashmiri woman agrees to marry a Pakistani army officer in order to spy on Pakistan during the Indo-Pakistan War of 1971.,Meghna Gulzar,"    Meghna Gulzar|     Alia Bhatt, Vicky Kaushal, Rajit Kapoor, Shishir Sharma"
109,tt0213890,Mohabbatein,(2000),216 min,7.0,"29,598","A film about the battle between love and fear, between two stubborn men and their opposing beliefs and the outcome of the love stories of 3 couples.",Aditya Chopra,"    Aditya Chopra|     Amitabh Bachchan, Shah Rukh Khan, Uday Chopra, Jugal Hansraj"
110,tt2203308,Aashiqui 2,(2013),132 min,7.0,"29,415",Rahul loses his fans and fame due to alcoholism. But he then decides to turn a small time singer into a rising star.,Mohit Suri,"    Mohit Suri|     Aditya Roy Kapoor, Shraddha Kapoor, Shaad Randhawa, Salil Acharya"
111,tt2372222,Kick,(2014),146 min,5.3,"29,058","An adrenaline junkie walks away from a whirlwind romance and embraces a new life as a thief, though he soon finds himself pursued by veteran police officer and engaged in a turf war with a local gangster.",Sajid Nadiadwala,"    Sajid Nadiadwala|     Salman Khan, Jacqueline Fernandez, Nawazuddin Siddiqui, Randeep Hooda"
112,tt8108274,Tanhaji: The Unsung Warrior,(2020),135 min,7.5,"28,967","Tanhaji Malusare, a military chieftain in the army of the Maratha king Shivaji, leads the charge to capture the strategically important Kondhana fort guarded by the army of the fierce Rajput chieftain Udaybhan Rathod.",Om Raut,"    Om Raut|     Ajay Devgn, Saif Ali Khan, Sharad Kelkar, Kajol"
113,tt2140465,Tanu Weds Manu Returns,(2015),128 min,7.6,"28,694",Tanu and Manu's marriage collapses. What happens when Manu meets Tanu's lookalike Kusum - and when Tanu returns?,Aanand L. Rai,"    Aanand L. Rai|     Kangana Ranaut, Madhavan, Jimmy Shergill, Deepak Dobriyal"
114,tt5956100,Tiger Zinda Hai,(2017),161 min,5.9,"28,692","When a group of Indian and Pakistani nurses are held hostage in Iraq by a terrorist organization, a secret agent is drawn out of hiding to rescue them.",Ali Abbas Zafar,"    Ali Abbas Zafar|     Salman Khan, Katrina Kaif, Paresh Rawal, Kashmira Irani"
115,tt2980794,Highway,(I) (2014),133 min,7.6,"28,578","Right before her wedding, a young woman finds herself abducted and held for ransom. As the initial days pass, she begins to develop a strange bond with her kidnapper.",Imtiaz Ali,"    Imtiaz Ali|     Alia Bhatt, Randeep Hooda, Durgesh Kumar, Pradeep Nagar"
116,tt0164538,Dil Se..,(1998),144 min,7.5,"28,468",A radio broadcaster's intense attraction to a mysterious woman opens the door to a tidal wave of powerful emotions and desires.,Mani Ratnam,"    Mani Ratnam|     Shah Rukh Khan, Manisha Koirala, Preity Zinta, Raghuvir Yadav"
117,tt2556308,Holiday,(2014),160 min,7.2,"28,161","A military officer attempts to hunt down a terrorist, destroy a terrorist gang and deactivate the sleeper cells under its command.",A.R. Murugadoss,"    A.R. Murugadoss|     Akshay Kumar, Sonakshi Sinha, Freddy Daruwala, Sumeet Raghavan"
118,tt5764096,Hindi Medium,(2017),132 min,7.8,"28,116",A couple from Chandni Chowk aspire to give their daughter the best education and thus be a part of and accepted by the elite of Delhi.,Saket Chaudhary,"    Saket Chaudhary|     Irrfan Khan, Saba Qamar, Dishita Sehgal, Deepak Dobriyal"
119,tt0106333,Baazigar,(1993),175 min,7.6,"27,863","A young man with a vendetta against a business tycoon seduces the man's younger daughter, but she begins to suspect her new lover's connection with her elder sister and his ulterior motive.",Abbas Alibhai Burmawalla,"    Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla|     Shah Rukh Khan, Kajol, Dalip Tahil, Rakhee Gulzar"
120,tt4635372,Masaan,(2015),109 min,8.1,"27,554","Along India's Ganges River, four people face prejudice, a strict moral code and a punishing caste system as they confront personal tragedies.",Neeraj Ghaywan,"    Neeraj Ghaywan|     Richa Chadha, Sanjay Mishra, Vicky Kaushal, Pankaj Tripathi"
121,tt6527426,Zero,(III) (2018),164 min,5.2,"27,304","The story revolves around Bauua Singh (Shah Rukh Khan), a vertically challenged man, who is full of charm and wit, with a pinch of arrogance. Born to a wealthy family and raised in an environment of affluence, he is challenged to broaden his horizon and find purpose in life.",Aanand L. Rai,"    Aanand L. Rai|     Shah Rukh Khan, Anushka Sharma, Katrina Kaif, Mohd. Zeeshan Ayyub"
122,tt8130968,Badla,(2019),118 min,7.8,"27,295",A dynamic young entrepreneur finds herself locked in a hotel room with the corpse of her dead lover. She hires a prestigious lawyer to defend her and they work together to figure out what actually happened.,Sujoy Ghosh,"    Sujoy Ghosh|     Amitabh Bachchan, Abhinay Raj Singh, Taapsee Pannu, Amrita Singh"
123,tt3148502,Tamasha,(2015),139 min,7.3,"27,122",Tamasha is about the journey of someone who has lost his edge in trying to follow acceptable conventions of society. The film is based on the central theme of abrasion and loss of self that...                See full summary »,Imtiaz Ali,"    Imtiaz Ali|     Deepika Padukone, Ranbir Kapoor, Vivek Mushran, Ishwak Singh"
124,tt10309902,Chehre,(2021),139 min,6.5,"26,956","An 80-year-old man with a penchant for real life games in a story about rights and wrongs. It's a story about the decisions one makes in their lifetime and the fact that every decision has its repercussions, hearing and judgment.",Rumi Jaffery,"    Rumi Jaffery|     Amitabh Bachchan, Emraan Hashmi, Krystle D'Souza, Annu Kapoor"
125,tt9614460,Chhapaak,(2020),120 min,5.3,"26,878","The trials and triumphs of Malti, an acid attack survivor. From the investigation of the attack to the court proceedings, the medical treatment to the emotional healing. Chhapaak is the story of the unquashable human spirit.",Meghna Gulzar,"    Meghna Gulzar|     Deepika Padukone, Vikrant Massey, Madhurjeet Sarghi, Payal Nair"
126,tt0473367,Jaane Tu... Ya Jaane Na,(2008),155 min,7.4,"26,807",Two best friends being convinced that they are not in love search for each other's love.,Abbas Tyrewala,"    Abbas Tyrewala|     Imran Khan, Genelia D'Souza, Manjari Fadnnis, Ayaz Khan"
127,tt5460276,Kaabil,(2017),139 min,7.1,"26,641",A blind man seeks revenge against a corrupt politician and his brother after his wife is raped and killed.,Sanjay Gupta,"    Sanjay Gupta|     Hrithik Roshan, Abhinay Raj Singh, Yami Gautam, Ronit Roy"
128,tt0441048,Dhoom:2,(2006),152 min,6.5,"26,342","Mr A, a fearless thief, steals valuable artefacts and teams up with the girl he is attracted to but who cannot be trusted. Close on their heels are three police officers trying to apprehend them.",Sanjay Gadhvi,"    Sanjay Gadhvi|     Hrithik Roshan, Abhishek Bachchan, Aishwarya Rai Bachchan, Uday Chopra"
129,tt5165344,Rustom,(2016),148 min,7.0,"26,300","A naval officer returns home to find out about his wife's affair. Soon, he surrenders after murdering the lover but as the case unfolds, it starts to reveal his hidden intention.",Dharmendra Suresh Desai,"    Dharmendra Suresh Desai|     Akshay Kumar, Ileana D'Cruz, Manoj Bajpayee, Esha Gupta"
130,tt0995031,Bhool Bhulaiyaa,(2007),159 min,7.4,"26,227","An NRI and his wife decide to stay in his ancestral home, paying no heed to the warnings about ghosts. Soon, inexplicable occurrences cause him to call a psychiatrist to help solve the mystery.",Priyadarshan,"    Priyadarshan|     Akshay Kumar, Vidya Balan, Shiney Ahuja, Ameesha Patel"
131,tt10083640,Bhoot Police,(2021),129 min,7.2,"26,137",Two brothers whose job is to hunt and eradicate ghosts for money is assigned a project in a remote village,Pawan Kripalani,"    Pawan Kripalani|     Saif Ali Khan, Abhinay Raj Singh, Arjun Kapoor, Jacqueline Fernandez"
132,tt11027830,Haseen Dillruba,(2021),135 min,6.9,"25,951","Under investigation as a suspect in her husband's murder, a wife reveals details of their thorny marriage that seem to only further blur the truth.",Vinil Mathew,"    Vinil Mathew|     Taapsee Pannu, Vikrant Massey, Harshvardhan Rane, Aditya Srivastav"
133,tt4900716,Kapoor & Sons,(2016),132 min,7.7,"25,902",The story about two brothers who visit their dysfunctional family for their grandfather's birthday party.,Shakun Batra,"    Shakun Batra|     Rishi Kapoor, Rajat Kapoor, Ratna Pathak Shah, Fawad Khan"
134,tt0265343,Monsoon Wedding,(2001),114 min,7.3,"25,699","A stressed father, a bride-to-be with a secret, a smitten event planner, and relatives from around the world create much ado about the preparations for an arranged marriage in India.",Mira Nair,"    Mira Nair|     Naseeruddin Shah, Lillete Dubey, Shefali Shah, Vijay Raaz"
135,tt1729637,Bodyguard,(I) (2011),130 min,4.6,"25,678",The daughter of a wealthy nobleman secretly falls in love with her bodyguard.,Siddique,"    Siddique|     Salman Khan, Kareena Kapoor, Raj Babbar, Hazel Keech"
136,tt2372678,2 States,(2014),149 min,6.9,"25,568",This movie chronicles how Chetan met his wife and the difficulties they faced due to their cultural differences.,Abhishek Varman,"    Abhishek Varman|     Arjun Kapoor, Alia Bhatt, Amrita Singh, Revathi"
137,tt0200087,Sarfarosh,(1999),174 min,8.1,"25,515","After his brother is killed and father severely injured by terrorists, a young med student quits his studies to join the Indian Police Service to wipe out the terrorists.",John Mathew Matthan,"    John Mathew Matthan|     Aamir Khan, Naseeruddin Shah, Sonali Bendre, Mukesh Rishi"
138,tt7218518,Padman,(2018),140 min,7.9,"25,465","Upon realizing the extent to which women are affected by their menses, a man sets out to create a sanitary pad machine and to provide inexpensive sanitary pads to the women of rural India.",R. Balki,"    R. Balki|     Akshay Kumar, Radhika Apte, Sonam Kapoor, Jyoti Subhash"
139,tt5982852,Jolly LLB 2,(2017),137 min,7.2,"25,089",Jolly is a clumsy lawyer who is faced with representing the most critical court case of his career.,Subhash Kapoor,"    Subhash Kapoor|     Akshay Kumar, Huma Qureshi, Saurabh Shukla, Annu Kapoor"
140,tt2424988,Gabbar Is Back,(2015),128 min,7.1,"24,881",A grief-stricken man takes the law into his own hands when he begins to kidnap and murder corrupt public servants.,Radha Krishna Jagarlamudi,"    Radha Krishna Jagarlamudi|     Akshay Kumar, Shruti Haasan, Kareena Kapoor, Suman"
141,tt6108090,Secret Superstar,(2017),150 min,7.8,"24,573",A talented teenage singer-songwriter living amid domestic abuse becomes a YouTube sensation after a video in which she hides her identity goes viral.,Advait Chandan,"    Advait Chandan|     Zaira Wasim, Meher Vij, Raj Arjun, Aamir Khan"
142,tt2855648,Madras Cafe,(2013),130 min,7.6,"24,454",An Indian intelligence agent journeys to a war-torn coastal island to break a resolute rebel group and meets a passionate journalist.,Shoojit Sircar,"    Shoojit Sircar|     John Abraham, Raashi Khanna, Nargis Fakhri, Prakash Belawadi"
143,tt10062556,Bhuj: The Pride of India,(2021),113 min,4.8,"24,291","During the Indo-Pakistani War of 1971, the Bhuj airbase is attacked and a race against time begins to rebuild the damaged airstrip.",Abhishek Dudhaiya,"    Abhishek Dudhaiya|     Ajay Devgn, Sanjay Dutt, Sonakshi Sinha, Sharad Kelkar"
144,tt1849718,Agneepath,(2012),174 min,6.9,"24,217",A young boy's father is lynched before his eyes; fifteen years later he returns home for revenge.,Karan Malhotra,"    Karan Malhotra|     Hrithik Roshan, Priyanka Chopra Jonas, Sanjay Dutt, Rishi Kapoor"
145,tt9766332,Atrangi Re,(2021),138 min,6.5,"24,163","A Tamil boy meets a girl from Bihar, what follows is a love story for the ages. A non-linear narrative of two romances running in parallel from different timelines.",Aanand L. Rai,"    Aanand L. Rai|     Dhanush, Sara Ali Khan, Akshay Kumar, Seema Biswas"
146,tt7430722,War,(2019),154 min,6.5,"24,151",An Indian soldier chases after his mentor who has gone rogue following an unexpected kill.,Siddharth Anand,"    Siddharth Anand|     Hrithik Roshan, Tiger Shroff, Vaani Kapoor, Nithish"
