,imdb-id,movie_name,year_of_release,runtime,IMDB_rating,no_of_votes,plot_description,director,actors
2736,tt0268141,Ananda Ashram,(1977),127 min,7.3,158,A wealthy man from upper-class lineage marries a Christian violating his father's family prestige.,Shakti Samanta,"    Shakti Samanta|     Ashok Kumar, Uttam Kumar, Sharmila Tagore, Rakesh Roshan"
2737,tt0156290,Anubhav,(1971),139 min,7.2,158,"Meeta Sen (Tanuja) and Amar Sen (Sanjeev Kumar) have been married for several years. Due to Amar's hectic work schedule, the couple have not had children, as there was no time for intimacy....                See full summary »",Basu Bhattacharya,"    Basu Bhattacharya|     Sanjeev Kumar, Tanuja Samarth, Dinesh Thakur, A.K. Hangal"
2738,tt0105315,Sapne Saajan Ke,(1992),162 min,3.7,158,"Shalini wants her daughter, Jyoti, to get married with son of a wealthy man, Gulu. But Jyoti doesn't like Gulu. She meets Deepak and both fall in love. Shalini approves this match of Jyoti ...                See full summary »",Lawrence D'Souza,"    Lawrence D'Souza|     Jackie Shroff, Dimple Kapadia, Karisma Kapoor, Rahul Roy"
2739,tt0095300,Hifazat,(1987),136 min,5.0,158,"After Laxmi has had three still-births, her husband, Satyaprakash and his mother are afraid she will not be able to give any more births, and therefore there will be no one to carry the ...                See full summary »",Prayag Raj,"    Prayag Raj|     Ashok Kumar, Nutan, Anil Kapoor, Madhuri Dixit"
2740,tt0046164,Parineeta,(1953),151 min,7.2,158,Love blossoms between the son of wealthy man and his middle class neighbor. But their romance is put to the test both by a feud between the families and by the entrance of a rival for the girl's affection.,Bimal Roy,"    Bimal Roy|     Ashok Kumar, Meena Kumari, Asitbaran, Sheila Kashmiri"
2741,tt6346954,Shor Se Shuruaat,(2016),125 min,6.5,157,"""Shor Se Shuruaat"" is an omnibus feature of mentored short films, around the central theme of ""Shor""- noise. These films have been made by budding directors, mentored by some of India's leading filmmakers.",Amira Bhargava,"    Amira Bhargava, Rahul V. Chittella, Satish Raj Kasireddi, Pratik Kothari, Arunima Sharma, Supriya Sharma, Annie Zaidi|     Rasika Dugal, Saurabh Goyal, Suyash Joshi, Atul Kulkarni"
2742,tt5914630,Chudail Story,(2016),100 min,2.4,157,A seductive witch kills men by casting a spell on them. A bunch of friends are trapped in a haunted house with mysterious lady. Is she the Chudail?,Surya Lakkoju,"    Surya Lakkoju|     Preeti Soni, Amal Sherawat, Nidhi Bhardwaj, Menaka Lalwani"
2743,tt5212160,Chhota Bheem Himalayan Adventure,(2016),97 min,5.2,157,"When Hidimbak attacks manali Bheem has to stop that strong man,",Rosauro Adorable,"    Rosauro Adorable|     Jigna Bhardwaj, Rupa Bhimani, Sonal Kaushal, Ketan Kava"
2744,tt1095038,Victoria No. 203: Diamonds Are Forever,(2007), ,3.7,157,"A remake of the original 70s blockbuster hit, Victoria No. 203 is about a diamond heist and how the lives of several colourful players get interwined in the search for the stolen diamonds.",Anant Mahadevan,"    Anant Mahadevan|     Anupam Kher, Om Puri, Jimmy Shergill, Sonia Mehra"
2745,tt0359325,Ghazab,(1982),162 min,6.7,157,"Ajay alias Munna Babu is a semi-senile, gentle but naive young man who has a wealthy family estate. His employees and alleged well-wishers (Arjun Singh, Jatha Shankar, Munishi Gurbachan, ...                See full summary »",C.P. Dixit,"    C.P. Dixit|     Ranjeet Bedi, Seema Deo, Dharmendra, Krishan Dhawan"
2746,tt0346172,Zamaanat: And Justice for All,(2021), ,3.0,157,"A unfulfilled love story of a prominent lawyer, 'Shiv Shankar' who loses his vision in an accident and is thrown into a life of seclusion. He also loses contact with his beloved (...                See full summary »",S. Ramanathan,"    S. Ramanathan|     Amitabh Bachchan, Arshad Warsi, Karisma Kapoor, Anupam Kher"
2747,tt0259996,Ek Hi Bhool,(1981),144 min,5.9,157,Sadhana (Rekha) and Ramkumar (Jeetendra) are a married couple. Their marriage gets into troubled waters when Sadhana starts to suspect that Ramkumar is having an affair. Sadhana does not ...                See full summary »,Rama Rao Tatineni,"    Rama Rao Tatineni|     Jeetendra, Rekha, Nazneen, Shabana Azmi"
2748,tt0215338,Vishwanath,(1978), ,6.1,157,"An honest lawyer, Vishwanath is implicated and imprisoned at the behest of powerful underworld don, GNK and his associates. After his release from prison, Vishwanath decides to seek ...                See full summary »",Subhash Ghai,"    Subhash Ghai|     Shatrughan Sinha, Reena Roy, Pran Sikand, Premnath Malhotra"
2749,tt0107821,Phool Aur Angaar,(1993),146 min,5.7,157,"Vijay Saxena lives a middle-class lifestyle along with his college-going sister, Sweety, in a small town in India. He gets a job as a Professor at the City College, where he meets with ...                See full summary »",Ashok Gaekwad,"    Ashok Gaekwad|     Arjun, Govardhan Asrani, Mohnish Bahl, Bajrangi"
2750,tt0080514,Chakra,(1981),140 min,7.0,157,"Amma lives in Bijapur with her husband and son, Benwa. When a man attempts to sexually molest her, he is killed by her husband, the trio flee, but the husband is shot dead by the police. ...                See full summary »",Rabindra Dharmaraj,"    Rabindra Dharmaraj|     Savita Bajaj, Arun Bakshi, Suresh Bhagwat, Suhas Bhalekar"
2751,tt6405220,Bulund,(1993),132 min,5.0,156,A blind lover is on revenge on the killer who raped and killed his love.,M.R. Shahjahan,"    M.R. Shahjahan|     Somy Ali, Mohnish Bahl, Laxmikant Berde, Prem Chopra"
2752,tt0396782,Paisa Vasool,(2004),139 min,4.3,156,A struggling actress and her divorcee roommate attempt to blackmail a notorious thief they accidentally overhear confessing a robbery to his girlfriend. Their attempts at extortion begin to unravel when the robbers refuse to play along.,Srinivas Bhashyam,"    Srinivas Bhashyam|     Manisha Koirala, Sushmita Sen, Sushant Singh, Mukesh Ahuja"
2753,tt0361746,Inaam Dus Hazaar,(1987), ,5.9,156,A gang of jewel thieves mistakes a salesman for a CID officer and frames him for murder. He then goes on the run to prove his innocence.,Jyotin Goel,"    Jyotin Goel|     Sanjay Dutt, Meenakshi Sheshadri, Amrish Puri, Gulshan Grover"
2754,tt0298078,Navrang,(1959),157 min,6.6,156,Diwakar is a poet and loves his wife Jamuna more than anything. But Jamuna feels that Diwakar lives in a fantasy world and is irresponsible in the real world. Diwakar creates a muse from ...                See full summary »,Shantaram Rajaram Vankudre,"    Shantaram Rajaram Vankudre|     Sandhya, Mahipal, Keshavrao Date, Baburao Pendharkar"
2755,tt0129422,Tarana,(1951), ,7.4,156,"A young doctor returning from abroad is stranded in a village when his plane develops trouble and crashes. He meets and falls in love with a beautiful local village girl, who happens to be ...                See full summary »",Ram Daryani,"    Ram Daryani|     Madhubala, Dilip Kumar, Shyama, Jeevan Dhar"
2756,tt0106221,Aadmi Khilona Hai,(1993),158 min,4.9,156,"The Verma family consists of two brothers, Vijay and Sharad (Jeetendra and Govinda respectively), Vijay's wife, Ganga (Reena Roy), and their daughter. Sharad is unmarried and is studying in...                See full summary »",J. Om Prakash,"    J. Om Prakash|     Jeetendra, Reena Roy, Govinda, Meenakshi Sheshadri"
2757,tt7604032,Aadamkhor,(2018),72 min,7.0,155,"Based on the iconic Indian comic book from the 80s (Aadamkhor Hatyara) by Raj Comics, the film tells the story of Parul Diwan who returns to her father's idyllic cottage for a vacation with...                See full summary »",Kshitij Sharma,"    Kshitij Sharma|     Deeya Dey, Anoma Pabuwal, Mahendra Singh Rawat, Bhaskar Sharma"
2758,tt5780570,A Scandall,(2016),112 min,3.1,155,"A film school graduate is interested in making a movie about his girlfriend's uncle, who claims that he can see his long-dead daughter.",Ishaan Trivedi,"    Ishaan Trivedi|     Johnny Baweja, Reeth Mazumder-Roberts, Manav Kaul, Puru Chibber"
2759,tt13555952,Veer Gomtesha,(2021),134 min,6.3,155,"Veer who is a Reporter and Atheist by birth who hates his Religion and Rituals. While covering one of his stories He gets Enlightenment , Knowledge and Purpose to save his Community.",Shashank Jain,"    Shashank Jain|     Sushil Johri, Rohit Mehta, Sharad Shabal"
2760,tt0099437,Disha,(1992),135 min,7.6,155,"The Sarpat family, who live in Bhukari, consist of Parsaram, who has been involved in digging a well for the past over 12 years and is now called 'Pagal Parsa'; his brother, Soma, who gets ...                See full summary »",Sai Paranjape,"    Sai Paranjape|     Shabana Azmi, Nana Patekar, Raghuvir Yadav, Rajshree Sawant"
2761,tt0063533,Sadhu Aur Shaitaan,(1968),155 min,6.5,155,Sher Khan robs a bank and the blame is put on Sadhuram. Sher Khan alias Dilawar Khan gets killed and his body is found in Bajrang's taxi. Both Sadhuram and Bajrang are on the run from the police.,A. Bhimsingh,"    A. Bhimsingh|     Mehmood, Bharathi, Kishore Kumar, Pran Sikand"
2762,tt0379504,Shriman Shrimati,(1982),145 min,6.2,154,"A rich and wealthy couple, Shankarlal and Parvati (Sanjeev Kumar & Raakhee) are appalled at the problems of the world, especially in households, so they decide to try and make things right ...                See full summary »",Vijay Reddy,"    Vijay Reddy|     Sanjeev Kumar, Rakhee Gulzar, Rakesh Roshan, Deepti Naval"
2763,tt0375890,Kanoon,(1994),104 min,3.4,154,An evil landowner kills the family of a judge for sentencing him. But the judge's son misses the attack and plans his revenge.,Sushma Shiromani,"    Sushma Shiromani|     Ajay Devgn, Urmila Matondkar, Kiran Kumar, Gulshan Grover"
2764,tt0300980,Baseraa,(1981),139 min,6.7,154,"Sharda and her sister Poornima alias Nima live with their widowed father. Since both have come of age, he first arranges Sharda's marriage with a businessman named Balraj Kohli. ...                See full summary »",Ramesh Talwar,"    Ramesh Talwar|     Shashi Kapoor, Rakhee Gulzar, Rekha, Poonam Dhillon"
2765,tt0298607,Yeh Zindagi Ka Safar,(2001),146 min,3.6,154,A singer finds out she was adopted when the editor of a struggling tabloid publishes the story.,Tanuja Chandra,"    Tanuja Chandra|     Ameesha Patel, Jimmy Shergill, Nafisa Ali, Gulshan Grover"
2766,tt13265312,Ghar Pe Bataao,(2021),72 min,7.7,153,"After 5 years of their relationship, the girl struggles to convince the boy to apprise his parents about them. The boys seems to be dithering and stalling because he is aware the full ...                See full summary »",Neshu Saluja,"    Neshu Saluja|     Saurabh Goyal, Priyanka Sonawane Hedau"
2767,tt0338721,Annarth,(2002), ,3.0,153,"Arch killer, Jai alias Jimmy usually follows instructions from his elder brother, Raghav who owes intelligence to an underworld don named Dayal Bhai. Jimmy whole-heartily trusts his ...                See full summary »",Ravi Dewan,"    Ravi Dewan|     Sanjay Dutt, Suniel Shetty, Ashutosh Rana, Preeti Jhangiani"
2768,tt0313743,Vadh,(2002), ,6.1,153,"Dr. Arjun Singh (Nana Patekar) is a leading doctor specializing in psycology. His wife Jyoti (Anupama Verma) is much younger in age than him. Not completely fulfilled, this leads her to ...                See full summary »",Raj Bharat,"    Raj Bharat, Nana Patekar, Rajesh Kumar Singh|     Nana Patekar, Anupama Verma, Puru Rajkumar, Nakhul"
2769,tt0145851,Jagriti,(1955),138 min,7.6,153,"Sent to a hostel as a punishment, a rebellious lad leads a revolt and creates havoc in the institution.",Satyen Bose,"    Satyen Bose|     Abhi Bhattacharya, Pranoti Ghosh, Bipin Gupta, Mumtaz Begum"
2770,tt0090611,Allah-Rakha,(1986),160 min,5.3,153,"Karim Khan is employed as driver for a gangster named Don, who has an accident with his car, and asks Karim to take the blame for it for a hefty sum of cash, which Karim does so, and is ...                See full summary »",Ketan Desai,"    Ketan Desai|     Jackie Shroff, Shammi Kapoor, Waheeda Rehman, Biswajeet Chatterjee"
2771,tt0058270,Kohraa,(1964),153 min,6.9,153,"In this re-imagining of Du Maurier's Rebecca, a recently wed woman discovers the ghost of her husband's first wife still haunts their home.",Biren Nag,"    Biren Nag|     Biswajeet Chatterjee, Waheeda Rehman, Lalita Pawar, Tarun Bose"
2772,tt2082436,Sultanat,(2014),150 min,5.0,152,This is an action/crime feature movie revised by a series of crime plots taking place under criminals in order to mark their power in the underworld. The movies follows conspiracies against...                See full summary »,Syed Faisal Bukhari,"    Syed Faisal Bukhari|     Javeria Abbasi, Raheela Agha, Haroon Ashraf, Aslam Bhatti"
2773,tt0362204,Supari,(2003),142 min,4.3,152,Four friends are embroiled in Mumbai underworld and ends up becoming killers. However they succeed in their criminal tasks but soon realizes that they have to pay a heavy price for their deeds.,Padam Kumar,"    Padam Kumar|     Nandita Das, Uday Chopra, Rahul Dev, Purab Kohli"
2774,tt0361772,Jeete Hain Shaan Se,(1988), ,4.8,152,"Johny, Govinda, and Iqbal Ali are three close friends who live in a small community in Bombay. The threesome get together to help each other and other needy people in the community, and ...                See full summary »",Kawal Sharma,"    Kawal Sharma|     Mithun Chakraborty, Sanjay Dutt, Govinda, Mandakini"
2775,tt0246493,Chori Mera Kaam,(1975),165 min,6.8,152,"Bhola Nath is a young petty criminal/robber/pickpocket whom works with a female acomplice and his former lover, Sharmii. Bhola unknowlingly is the illigetimate son of a police officer, ...                See full summary »",Brij,"    Brij|     Ashok Kumar, Shashi Kapoor, Zeenat Aman, Pran Sikand"
2776,tt0213677,Ghaath,(2000), ,4.8,152,"Krishna Patil is a poor, unemployed, unsuccessful and short tempered youth who stays in a chawl with his father Ramakant and elder sister Mansi. He tries to secure a job in the police ...                See full summary »",Akashdeep Sabir,"    Akashdeep Sabir|     Manoj Bajpayee, Tabu, Om Puri, Anupam Kher"
2777,tt0206238,Raaz,(1967),139 min,6.1,152,"Kumar, though of Indian origin, lives in Africa. He has recurring dreams of a Railway Station in India called ""Viran Nagar"". He decides to find for himself and travels to India along with ...                See full summary »",Ravindra Dave,"    Ravindra Dave|     Rajesh Khanna, Babita Kapoor, I.S. Johar, Khurshid"
2778,tt0438894,Kisse Pyaar Karoon?,(2009),123 min,3.3,151,Two men abduct a woman who wants to alienate them from their friend.,Ajay Chandhok,"    Ajay Chandhok|     Arshad Warsi, Aashish Chaudhary, Yash Tonk, Udita Goswami"
2779,tt0359440,Hukumat,(1987),130 min,6.2,151,"A tough cop is posted to a small town where an evil businessman reigns like a tyrant. When the cop recognizes the businessman as his father's murderer, it becomes personal.",Anil Sharma,"    Anil Sharma|     Dharmendra, Rati Agnihotri, Shammi Kapoor, Sadashiv Amrapurkar"
2780,tt0248125,Kaamchor,(1982),135 min,6.5,151,Suraj has been a slacker all his adult life. He hates any kind of work - rather it's paying or volunteer. One day he gate-crashes a wedding ceremony and finds out that the groom is to live ...                See full summary »,K. Viswanath,"    K. Viswanath|     Rakesh Roshan, Jaya Prada, Tanuja Samarth, Sujit Kumar"
2781,tt0113933,Naaraaz,(1994),128 min,4.5,151,"Wealthy author Ajay Pandit befriends angry and poor Deva, who lives in the nearby slums with his widower father. After the two men grow up, Ajay falls in love with Sonali, while Deva ...                See full summary »",Mahesh Bhatt,"    Mahesh Bhatt|     Pooja Bhatt, Mithun Chakraborty, Atul Agnihotri, Sonali Bendre"
2782,tt0100384,Police Public,(1990),127 min,6.7,151,"After several inspectors are unable to find the truth behind the murder of a woman, Jagmohan, an honest CBI officer, is assigned the case.",Esmayeel Shroff,"    Esmayeel Shroff|     Vijay Aidasani, Jayshree Arora, Ila Arun, Kabir Bedi"
2783,tt0072870,Dharam Karam,(1975),159 min,5.7,151,"Shankar is a hoodlum who lives in a shanty hut with his pregnant wife, Kanta, and makes a living as a career criminal. He prays to Lord Shiv that if he is blessed with a male child, he will...                See full summary »",Randhir Kapoor,"    Randhir Kapoor|     Raj Kapoor, Randhir Kapoor, Rekha, Premnath Malhotra"
2784,tt6381074,Bhasmasur,(2017),74 min,6.6,150,"Dhaanu, a poor villager, heavily in financial debt, stealthily returns from the city to the village one night. He is hiding from a moneylender who he owes a handsome sum of money. Pushed ...                See full summary »",Nishil Sheth,"    Nishil Sheth|     Imran Rasheed, Mittal Chouhan, Trimala Adhikari, Bhushan Vikas"
2785,tt2706340,Ishk Actually,(2013),103 min,2.7,150,"Gia is at a crossroads in her life, with the arrows pointing towards Neil in one direction and Kabir in the opposite direction. She grapples with making a decision as she's torn between the...                See full summary »",Anish Khanna,"    Anish Khanna|     Neha Ahuja, Raayo S. Bakhirta, Neha Ghelot, Rajeev Khandelwal"
2786,tt2032530,Shabri,(2011),98 min,5.8,150,An impoverished woman faces off against gangsters as well as the police after her brother is killed.,Lalit Marathe,"    Lalit Marathe|     Isha Koppikar, Raj Arjun, Manish Wadhwa, Pradeep Singh Rawat"
2787,tt0286772,Kudrat,(1998),186 min,4.1,150,"Vijay and his family are humiliated by his fiancee Madhu's father, Sukhiram, who breaks their engagement. Perplexed, Vijay tries to find the reason behind it and is shocked by the revelations.",Raj N. Sippy,"    Raj N. Sippy|     Akshaye Khanna, Urmila Matondkar, Maya Alagh, Kannu Gill"
2788,tt0260066,Haathkadi,(1995),156 min,4.3,150,Assistant Commissioner of Police Suraj Chauhan wants to eliminate crime from his region by bringing all criminals to justice. His crime-reporter brother Arun attempts to expose the criminal...                See full summary »,Rama Rao Tatineni,"    Rama Rao Tatineni|     Govinda, Shilpa Shetty Kundra, Madhoo, Shakti Kapoor"
2789,tt0111384,Teesra Kaun?,(1994),160 min,5.2,150,"Enroute via train to Bombay, one of three friends become a suspect in a homicide.",Partho Ghosh,"    Partho Ghosh|     Mithun Chakraborty, Chunky Pandey, Somy Ali, Jaaved Jaaferi"
2790,tt0390667,Zulm Ki Hukumat,(1992),152 min,5.4,149,"When a gangster falls prey to gang war launched by his rival, his estranged younger brother joins the police to find his killer.",Bharat Rangachary,"    Bharat Rangachary|     Dharmendra, Moushumi Chatterjee, Govinda, Kimi Katkar"
2791,tt0381408,Market,(2003),160 min,4.0,149,"When newly married bride, Neelu, was brought in the brothel by her husband, Appa Rao, on false pretences, Muskaan Bano, a courtesan for several years, also remembered her unfortunate story....                See full summary »",Jayprakkash Shaw,"    Jayprakkash Shaw|     Manisha Koirala, Suman Ranganath, Aryan Vaid, Shweta Menon"
2792,tt7723022,Nirdosh,(2018),110 min,4.1,148,"Arbaaz Khan plays the role of the investigating officer in a murder case in which Manjari Fadnnis emerges as the prime suspect and is arrested. However, as events unfold, many possibilities and suspects come to the fore.",Subroto Paul,"    Subroto Paul, Pradeep Rangwani|     Ashmit Patel, Manjari Fadnnis, Manisha Kelkar, Akash Sinha"
2793,tt7291466,Sniff,(2017),89 min,5.4,148,"Little Sunny Gill, coming from a family of pickle manufacturers, is a misfit as he cannot smell, but when a laboratory accident enhances his olfactory abilities, he transforms into one-of-a-kind super hero.",Amole Gupte,"    Amole Gupte|     Mukesh Agrohari, Parshva Dhariwal, Khushmeet Gill, Putul Guha"
2794,tt0225566,Drohi,(1992),130 min,5.9,148,"Whilst in hiding, a ruthless gangster falls in love with a young woman.",Gurdip Singh,"    Gurdip Singh, Ram Gopal Varma|     Nagarjuna Akkineni, Urmila Matondkar, Danny Denzongpa, Salim Ghouse"
2795,tt0156659,Jurm,(1990),103 min,5.8,148,"Police Inspector Shekhar Varma lives in Khar, Bombay, along with his wife, Meena, and a school-going daughter. His office is notified that Editor Ritesh Nandy has received death threats as ...                See full summary »",Mahesh Bhatt,"    Mahesh Bhatt|     Vinod Khanna, Meenakshi Sheshadri, Sangeeta Bijlani, Shafi Inamdar"
2796,tt5338620,Satyavati,(2016), ,7.3,147,"""When you are shunned and looked down upon for non-conformance, there is nowhere to go. When your protector has become the threat, there is nowhere to go.When the crime gets legitimized in the garb of tradition, there is nowhere to go"" Satyavati- and we call this love is a story that takes place in today's times where tenderness & innocence come under attack and all that remain is a scar. And ...                See full summary »",Deepthi Tadnaki,"    Deepthi Tadnaki|     Iti Acharya, Shwetha Gupta, Sandeep Hemnaoni, Anmol Jai"
2797,tt1740092,Chitkabrey,(2011),120 min,4.0,147,"The Shades of Grey deals with interpersonal relationships of seven couples instigated by a master planner that changes their lives. The colleagues seemingly living happily help, slowly reveal pasts of treachery, deceit and lies.",Suneet Arora,"    Suneet Arora|     Ravi Kishan, Rahul Singh, Sanjay Swaraj, Akshay Singh"
2798,tt11536684,Ek Sainik: The Tale of a Warrior,(2020),45 min,9.4,147,The story revolves around a medieval kingdom named Subhangarh and its soldier named Ayaan who fought against the odds to save his kingdom from an unknown threat.,Pratyush Sharma,"    Pratyush Sharma|     Pratyush Sharma, Shivani Pathak, Priyom Gautam, Kushagra Sharma"
2799,tt0456558,Nazar,(2005),138 min,4.0,147,"Bombay Police are baffled when several women of lose moral, bar girls, and prostitutes are found brutally murdered by a scalpel. The Police would like to assign this case to Inspector ...                See full summary »",Soni Razdan,"    Soni Razdan|     Meera, Ashmit Patel, Koel Purie, Neena Gupta"
2800,tt0232734,Sunny,(1984),114 min,5.7,147,"Wealthy businessman Inderjeet marries a lovely woman named Gayetri, but is unhappy with this marriage, as she is unable to bear him any children. He starts frequenting brothels, where he ...                See full summary »",Raj Khosla,"    Raj Khosla|     Sunny Deol, Amrita Singh, Dharmendra, Waheeda Rehman"
2801,tt0135140,Anth,(1994),136 min,4.7,147,"Principal Satyaprakash is a decent middle-class man who manages a co-ed college. He witnesses his daughter, Pooja, being molested by Kali, the son of gangster Dhabla, objects to this ...                See full summary »",Sanjay Khanna,"    Sanjay Khanna|     Suniel Shetty, Somy Ali, Paresh Rawal, Deepak Shirke"
2802,tt0069218,Sanjog,(1972),150 min,5.8,147,Mohan and Asha are in love and eventually marry in a private temple much against Mohan's parents' wishes. Mohan goes out of town for some months. Upon his return his parents lies to him ...                See full summary »,S.S. Balan,"    S.S. Balan|     Mala Sinha, Amitabh Bachchan, Aruna Irani, Madan Puri"
2803,tt3073326,Goopi Gawaiya Bagha Bajaiya,(2013),79 min,7.2,146,"The story of Goopi and Bagha, a pair of musicians gifted with magical powers by the King of Ghosts.",Shilpa Ranade,"    Shilpa Ranade|     Aditya Sharma, Manish Bhawan, Vishal Kumar, Shailendra Pande"
2804,tt1612573,Rokkk,(2010),180 min,4.2,146,"New Delhi-based Anushka Walia, who lives with her widowed mother, gets a phone from her frightened sister, Ahana Warda, from Goa. Shortly thereafter a male comes on the phone and informs ...                See full summary »",Rajesh Ranshinge,"    Rajesh Ranshinge|     Tanushree Dutta, Udita Goswami, Shaad Randhawa, Sachin Khedekar"
2805,tt0363887,Phool Bane Angaray,(1991), ,4.5,146,"Dutta babu is standing for elections against a cunning, corrupt, & established gangster, Bishamber Prasad, who is also powerful and influential enough to swing the election his way, as well...                See full summary »",K.C. Bokadia,"    K.C. Bokadia|     Rekha, Rajinikanth, Prem Chopra, Charan Raj"
2806,tt0286620,Fareb,(1996),147 min,4.8,146,A police inspector is infatuated with the wife of a doctor and tries to break them apart by hook or crook.,Vikram Bhatt,"    Vikram Bhatt|     Faraaz Khan, Suman Ranganath, Ashok Lath, Vishwajeet Pradhan"
2807,tt0231150,Anita,(1967),154 min,6.3,146,"After his ex-fiancée's sudden and mysterious suicide, a jilted bridegroom seeks answers. What he finds, makes him question if he ever really knew her. And then he begins to see her face everywhere he goes.",Raj Khosla,"    Raj Khosla|     Sadhana Shivdasani, Manoj Kumar, I.S. Johar, Sajjan"
2808,tt0173156,Saajan Ka Ghar,(1994),153 min,4.3,146,"The Dhanrajs are blessed with a daughter. However, during childbirth, Dhanraj's wife dies and he blames his daughter for his wife's fate. He refuses to see her face and remarries. His ...                See full summary »",Surendra Kumar Bohra,"    Surendra Kumar Bohra|     Rishi Kapoor, Juhi Chawla, Deepak Tijori, Farheen"
2809,tt0151466,Main Tulsi Tere Aangan Ki,(1978),151 min,6.7,146,"A woman raises the illegitimate son of her husband along with her own, treating them both equally. But her decision to hand over the property matters to the illegitimate son is met with hostility by her own revenge-minded son.",Raj Khosla,"    Raj Khosla|     Nutan, Asha Parekh, Vijay Anand, Vinod Khanna"
2810,tt3453964,Jugni,(2016),115 min,6.1,145,"Jugni (Firefly) is the beat of the soul, the free-flying spirit. Jugni is Vibhavari (Vibs). Vibs is a music director, working on her first big break in the Hindi film industry. When work ...                See full summary »",Shefali Bhushan,"    Shefali Bhushan|     Anurita Jha, Sadhana Singh, Sugandha Garg, Jaswant Daman"
2811,tt1221142,Mumbai Cutting,(2008),130 min,6.2,145,Eleven directors tell eleven different stories about Mumbai.,Jahnu Barua,"    Jahnu Barua, Rahul Dholakia, Rituparno Ghosh, Shashanka Ghosh, Manish Jha, Anurag Kashyap, Sudhir Mishra, Ruchi Narain, Ayush Raina, Revathi, Kundan Shah|     Meer Asad Ali, Raj Singh Arora, Arjan Bajwa, Akkash Basnet"
2812,tt0477255,Allari Bullodu,(2005),175 min,3.2,145,"Madhava Rao (Vizag Prasad) is a big businessman and his competitor Saxena (Satya Prakash) is a crook. When Madhav Rao meets with an accident,his daughter Trisha (Trisha) takes over the ...                See full summary »",K. Raghavendra Rao,"    K. Raghavendra Rao|     Nithiin, Trisha Krishnan, Rathi, Paresh Rawal"
2813,tt0470611,Yatra,(2006),129 min,6.2,145,Yatra is a journey of a person whose claim to fame is interrupted by his past which comes in the way of his present. Yatra comes across a strong subject that of a prostitute and its ...                See full summary »,Goutam Ghose,"    Goutam Ghose|     Rekha, Nana Patekar, Deepti Naval, Nakul Vaid"
2814,tt0227496,Shreemaan Aashique,(1993),152 min,4.1,145,"Professor Vishwa Mitra, the founder of a group that dissuades marriages, and his follower fall in love with the same girl, Shakoo. Durshan persuades Vishwa to take the right decision and marry Bindu.",Deepak Anand,"    Deepak Anand|     Rishi Kapoor, Urmila Matondkar, Bindu Desai, Tiku Talsania"
2815,tt0122233,Saaz,(1997),148 min,6.5,145,"Mansi and Bansi come to Mumbai after the death of their parents. All they have as a legacy is a love for music instilled in them by their father Vrindavan, and their divine voices. After ...                See full summary »",Sai Paranjape,"    Sai Paranjape|     Shabana Azmi, Aruna Irani, Zakir Hussain, Ayesha Dharker"
2816,tt0100401,Pratibandh,(1990),159 min,6.4,145,"Born in an orphanage, brought up by his strict and unrelenting school-master, Satyendra Sharma, young Siddhanth has not been shown any love or kindness in his entire life. Now he is grown ...                See full summary »",Ravi Raja Pinisetty,"    Ravi Raja Pinisetty|     Chiranjeevi, Juhi Chawla, Rami Reddy, Harish Patel"
2817,tt0071307,36 Ghante,(1974), ,6.6,145,"Three jailed convicts, Himmat, his brother Ajit, and Dilawar Khan break out of prison and take over the household of Editor Ashok Rai. The convicts will continue to hold the family hostage until their associate, Kamini contacts them in person.",Raj Tilak,"    Raj Tilak, Raj Tilak|     Raaj Kumar, Mala Sinha, Sunil Dutt, Vijay Arora"
2818,tt6189880,Alif,(I) (2017),120 min,6.5,144,"Narrated by Jaya Bachchan, Alif is the heartwarming tale of a Muslim Tamil kid trying to adapt to the convent school culture and the hostilities he faces.",Zaigham Imam,"    Zaigham Imam|     Neelima Azim, Pawan Tiwari, Bhavna Pani, Danish Husain"
2819,tt2962230,Kaagaz Ke Fools,(2015),109 min,3.8,144,"Revolving around a middle-class family, Kaagaz Ke Fools touches upon the issue of lack of good novel writers.",Anil Chaudhary,"    Anil Chaudhary|     Vinay Pathak, Mugdha Godse, Raima Sen, Amit Behl"
2820,tt1990976,7 Welcome to London,(2012),109 min,4.3,144,"Indian immigrant Jai finds friendship and love, upon arriving in London. However one phone call changes everything, thrusting him into a dark and dangerous situation.",Asad Shan,"    Asad Shan|     Asad Shan, Sabeeka Imam, Metin Ahmet, Musa Ahmet"
2821,tt1673391,Hello Hum Lallann Bol Rahe Hain,(2010),130 min,6.4,144,A security guard arranges the marriage of the woman he loves to another man.,Dilip Shukla,"    Dilip Shukla|     Rajpal Naurang Yadav, Preeti Mehra, Makarand Anaspure, Ketki Dave"
2822,tt0311401,Kissaa Kursee Kaa,(1978),142 min,7.8,144,The story of an evil politician.,Amrit Nahata,"    Amrit Nahata|     Shabana Azmi, Raj Babbar, Chaman Bagga, Utpal Dutt"
2823,tt0097466,Guru,(I) (1989),174 min,5.6,144,"A young man wants to join the police force. When he fails, in frustration he joins a smuggling gang instead.",Umesh Mehra,"    Umesh Mehra|     Mithun Chakraborty, Sridevi, Shakti Kapoor, Roopesh Kumar"
2824,tt13445934,Toofan Mail 8 Down,(2021),97 min,6.0,143,Add a Plot,Akriti Singh,"    Akriti Singh|     Akriti Singh, Surya Rao, Arshad Mumtaz, Shahrukh Chauhan"
